	Original ID	Gene Name in CARD	ARO	Database
294	argannot~~~(Bla)blaTEM-133~~~AY528425:1-861	TEM-133	3000997	argannot
295	argannot~~~(Bla)blaVEB-11~~~KP681692:1-900	VEB-11	3006208	argannot
296	argannot~~~(Bla)blaCTX-M-15~~~JQ686199:261-1136	CTX-M-15	3001878	argannot
297	argannot~~~(Bla)blaMIR-4~~~NG_049305:30-1175	MIR-4	3002167	argannot
298	argannot~~~(Bla)blaCTX-M-14~~~AF252622:1741-2616	CTX-M-14	3001877	argannot
299	argannot~~~(Bla)blaCTX-M-68~~~EU177100:5-880	CTX-M-68	3001929	argannot
300	argannot~~~(AGly)aadA22~~~AM261837:74-865	aadA22	3002619	argannot
301	argannot~~~(MLS)erm(Z)~~~AM709783:2817-3665	ermZ	3004605	argannot
302	argannot~~~(Bla)cfxA6~~~GQ342996:798-1793	CfxA6	3003097	argannot
303	argannot~~~(Bla)blaSHV-49~~~AY528718:414-1274	SHV-49	3001106	argannot
304	argannot~~~(Bla)blaCTX-M-61~~~GU125683:1-876	CTX-M-61	3001922	argannot
305	argannot~~~(Bla)blaCMY-39~~~AB372224:1-1146	CMY-39	3002050	argannot
306	argannot~~~(Oxzln)OptrA_13~~~MF805731:13693-15660	optrA	3003746	argannot
307	argannot~~~(Bla)blaACT-4~~~AJ311172:12-1157	ACT-4	3001829	argannot
308	argannot~~~(Bla)blaSHV-132~~~GU981741:794-1654	SHV-132	3001341	argannot
309	argannot~~~(AGly)aac6-Ib~~~M21682:380-985	AAC(6')-Ib10	3002581	argannot
310	argannot~~~(Bla)blaCBP-1~~~NG_048756:1-927	CBP-1	3004764	argannot
311	argannot~~~(Bla)blaSHV-82~~~AM176557:1-861	SHV-82	3001136	argannot
312	argannot~~~(Bla)blaLEN-25~~~HQ709169:1-861	LEN-25	3002479	argannot
313	argannot~~~(Bla)blaTEM-90~~~AF351241:90-950	TEM-90	3000957	argannot
314	argannot~~~(Bla)blaFRI-2~~~LC178555:1-885	FRI-4	3005027	argannot
315	argannot~~~(Bla)blaSLB-1~~~AY590118:1-750	SLB-1	3003556	argannot
316	argannot~~~(Bla)blaLHK-6~~~NG_056487:1-1173	LHK-6	3006940	argannot
317	argannot~~~(Bla)blaOKP-B-9~~~AM051159:1-861	OKP-B-9	3002442	argannot
318	argannot~~~(Bla)blaSHV-172~~~KF513177:1-861	SHV-172	3001356	argannot
319	argannot~~~(Bla)blaOXA-83~~~DQ309277:1-825	OXA-83	3001623	argannot
320	argannot~~~(Bla)blaTEM-189~~~JN254627:1-861	TEM-189	3001049	argannot
321	argannot~~~(Bla)blaTEM-220~~~KM998962:1-861	TEM-220	3003158	argannot
322	argannot~~~(Bla)blaOXA-212~~~JN861780:1-825	OXA-212	3001711	argannot
323	argannot~~~(Phe)cmlA8~~~NG_051879:101-1360	cmlA8	3004665	argannot
324	argannot~~~(Bla)blaOXA-58~~~AY665723:3301-4143	OXA-58	3001611	argannot
325	argannot~~~(Bla)blaOXA-789~~~NG_064750:1-828	OXA-789	3005992	argannot
326	argannot~~~(Bla)blaPDC-309~~~MH780086:1-1194	PDC-309	3006679	argannot
327	argannot~~~(Tmt)dfrA28~~~FM877476:116-589	dfrA28	3004551	argannot
328	argannot~~~(AGly)aadA14~~~AJ884726:540-1325	aadA14	3002614	argannot
329	argannot~~~(MLS)lin~~~NG_050599:101-1672	lin	3004651	argannot
330	argannot~~~(AGly)strB~~~FJ474091:264-1100	APH(6)-Id	3002660	argannot
331	argannot~~~(AGly)sph-I~~~HQ424461:18-830	APH(6)-Ic	3002659	argannot
332	argannot~~~(Bla)blaOXA-208~~~FR853176:1-825	OXA-208	3001486	argannot
333	argannot~~~(Flq)qnrB38~~~JN173060:2307-2951	QnrB38	3002753	argannot
334	argannot~~~(Bla)blaTEM-95~~~AJ308558:124-1084	TEM-95	3000962	argannot
335	argannot~~~(Bla)blaADC-60~~~JQ692087:1-1152	ADC-60	3004620	argannot
336	argannot~~~(Flq)qnrB6~~~EF520349:1-681	QnrB6	3002720	argannot
337	argannot~~~(Bla)blaPEDO-2~~~KP109678:5818-6675	PEDO-2	3003714	argannot
338	argannot~~~(AGly)aph3-Id~~~Z48231:820-1635	APH(3')-Ia	3002641	argannot
339	argannot~~~(AGly)rmtB~~~AB103506:1410-2165	rmtB	3000860	argannot
340	argannot~~~(Bla)blaOXY2-3~~~AY077488:162-1031	OXY-2-3	3002398	argannot
341	argannot~~~(Bla)mecA2~~~NG_047952:101-2107	mecA	3000617	argannot
342	argannot~~~(Col)mcr-1.1~~~KP347127:22413-24038	MCR-1.1	3003689	argannot
343	argannot~~~(Flq)qnrB17~~~AM919398:1-681	QnrB17	3002732	argannot
344	argannot~~~(Bla)blaIMP-49~~~KP681694:1-741	IMP-49	3003657	argannot
345	argannot~~~(MLS)erm(R)~~~M11276:333-1355	ErmR	3000594	argannot
346	argannot~~~(Bla)blaLRA-17~~~NG_047524:101-985	LRA-17	3002512	argannot
347	argannot~~~(Flq)qnrB13~~~EU273756:1-681	QnrB13	3002727	argannot
348	argannot~~~(Tmt)dfrB2~~~AY139592:809-1045	dfrB2	3003021	argannot
349	argannot~~~(Bla)blaCMY-56~~~HQ322613:1-1146	CMY-56	3002067	argannot
350	argannot~~~(Phe)catB3~~~AJ009818:883-1515	catB3	3002676	argannot
351	argannot~~~(MLS)erm(C)~~~M19652:988-1722	ErmC	3000250	argannot
352	argannot~~~(Gly)vanA-B~~~AF192329:28835-29863	vanB	3000013	argannot
353	argannot~~~(Tmt)dfrB6~~~DQ274503:394-630	dfrB6	3003023	argannot
354	argannot~~~(Bla)blaOXA-60~~~AY664505:1-816	OXA-571	3005326	argannot
355	argannot~~~(Bla)blaSHV-74~~~AM176549:31-891	SHV-74	3001128	argannot
356	argannot~~~(Bla)blaGES-23~~~KF179354:1-861	GES-23	3002352	argannot
357	argannot~~~(Bla)blaTEM-2~~~AY529705:167-1027	TEM-2	3000874	argannot
358	argannot~~~(Bla)blaLEN-35~~~KR738737:1-861	LEN-35	3004827	argannot
359	argannot~~~(Bla)blaVIM-11~~~EF116550:128-928	VIM-11	3002281	argannot
360	argannot~~~(Phe)catB2~~~AF047479:5957-6589	catB2	3002675	argannot
361	argannot~~~(Bla)blaOXY6-4~~~AJ871877:1-873	OXY-6-4	3002416	argannot
362	argannot~~~(Fcyn)FomA~~~NG_047879:101-901	FomA	3000423	argannot
363	argannot~~~(Gly)vanX-Pt2~~~AY926880:4769-5377	vanX gene in vanA cluster	3002949	argannot
364	argannot~~~(Bla)blaCTX-M-124~~~JQ429324:1-876	CTX-M-124	3001983	argannot
365	argannot~~~(Bla)blaSHV-156~~~JX121123:1-861	SHV-156	3001195	argannot
366	argannot~~~(AGly)npmA~~~AB261016:3069-3728	npmA	3002665	argannot
367	argannot~~~(Bla)blaOXY2-9~~~FJ785625:132-1001	OXY-2-9	3002404	argannot
368	argannot~~~(AGly)aph(3')-Ic~~~KP119857:914-1729	APH(3')-Ia	3002641	argannot
369	argannot~~~(AGly)aac6-33~~~GQ337064:1203-1757	AAC(6')-33	3002587	argannot
370	argannot~~~(Bla)blaOXA-203~~~HQ998857:1-825	OXA-203	3001664	argannot
371	argannot~~~(Bla)blaTEM-101~~~AF495873:1-861	TEM-101	3000964	argannot
372	argannot~~~(Bla)blaTEM-59~~~AF062386:31-862	TEM-59	3000928	argannot
373	argannot~~~(Bla)blaSHV-163~~~JX121130:1-858	SHV-163	3001202	argannot
374	argannot~~~(Col)mcr-1.15~~~NG_061610:101-1723	MCR-1.1	3003689	argannot
375	argannot~~~(Bla)blaSED-1~~~AF321608:1-888	Sed-1	3003561	argannot
376	argannot~~~(Bla)blaADC-76~~~KP881236:1-1152	ADC-76	3003882	argannot
377	argannot~~~(Bla)blaCMY-47~~~HM046998:1040-2185	CMY-47	3002058	argannot
378	argannot~~~(Bla)blaOXA-296~~~NG_049591:101-955	OXA-296	3001751	argannot
379	argannot~~~(AGly)aac6-If~~~X55353:279-713	AAC(6')-If	3002553	argannot
380	argannot~~~(Bla)blaVIM-14~~~EF055455:1-801	VIM-2	3002272	argannot
381	argannot~~~(Ntmdz)nimj_Nitroimidazole_Gene~~~KJ816753.1:19295-19792			argannot
382	argannot~~~(Bla)blaCTX-M-32~~~AJ557142:1-876	CTX-M-32	3001894	argannot
383	argannot~~~(Col)mcr-3.24~~~NG_060580:101-1726	MCR-3.1	3004139	argannot
384	argannot~~~(AGly)aadA1~~~M95287:3320-4111	ANT(3'')-IIa	3004089	argannot
385	argannot~~~(Bla)blaOXA-177~~~HM113563:1-825	OXA-177	3001661	argannot
386	argannot~~~(Bla)blaSGM-5~~~NG_049987:101-1081	SGM-5	3006991	argannot
387	argannot~~~(Bla)blaOXA-45~~~AM849110:2553-3347	OXA-45	3001794	argannot
388	argannot~~~(Bla)blaTEM-47~~~Y10279:1-861	TEM-47	3000916	argannot
389	argannot~~~(Bla)blaADC-12~~~NG_048636:1-1152	ADC-12	3003856	argannot
390	argannot~~~(Bla)blaGES-3~~~AY494717:1-864	GES-5	3002334	argannot
391	argannot~~~(Bla)blaPLA1a~~~AY302757:187-1062	PLA-1	3006968	argannot
392	argannot~~~(Bla)blaGOB-11~~~AY647248:1-879	GOB-11	3004803	argannot
393	argannot~~~(Fcyn)FosB6~~~KR870314:1-420	FosB6	3004673	argannot
394	argannot~~~(Bla)blaOXA-823~~~NG_064780:1-801	OXA-823	3006021	argannot
395	argannot~~~(Bla)blaCMY-132~~~KP862820:1-1146	CMY-132	3003652	argannot
396	argannot~~~(Bla)blaTEM-163~~~EU815939:1-861	TEM-163	3001029	argannot
397	argannot~~~(Bla)blaGIM-2~~~KM659858:402-1154	GIM-2	3003194	argannot
398	argannot~~~(Phe)cpt_strepv~~~U09991:1412-1948			argannot
399	argannot~~~(Tet)Tet(59)~~~NG_056044:101-1303	tet(59)	3004441	argannot
400	argannot~~~(Tet)tet(35)~~~AF353562:2213-3322	tet(35)	3000481	argannot
401	argannot~~~(Bla)blaOKP-B-13~~~AY825330:1-861	OKP-B-13	3002446	argannot
402	argannot~~~(Bla)blaCARB-44~~~NG_048747:101-952	CARB-44	3005578	argannot
403	argannot~~~(Fcyn)FosB1~~~AP006717.1:122-541	FosB1	3004670	argannot
404	argannot~~~(Bla)blaOXA-258~~~HE614014:1-825	OXA-258	3001503	argannot
405	argannot~~~(Phe)dha1~~~BA000018:2517801-2518988	cmx	3002703	argannot
406	argannot~~~(Bla)blaCMY-2~~~AM779746:1-1149	CMY-2	3002013	argannot
407	argannot~~~(Bla)blaTEM-153~~~KC149518:1-861	TEM-153	3001369	argannot
408	argannot~~~(Bla)blaVEB-8~~~JX679208:1-900	VEB-8	3002377	argannot
409	argannot~~~(Bla)blaCTX-M-20~~~AJ416344:304-1179	CTX-M-20	3001882	argannot
410	argannot~~~(Bla)blaOXA-819~~~NG_064777:1-822	OXA-819	3006017	argannot
411	argannot~~~(Bla)blaOXA-22~~~AF064820:952-1776	OXA-22	3001417	argannot
412	argannot~~~(Tet)tetX~~~M37699:586-1752	tetX	3000205	argannot
413	argannot~~~(Bla)blaPER-6~~~HM453327:787-1713	PER-6	3002368	argannot
414	argannot~~~(Bla)blaKLUC-5~~~NG_062249:101-976	KLUC-5	3006931	argannot
415	argannot~~~(Bla)blaOXA-73~~~AY762325:116-937	OXA-73	3001785	argannot
416	argannot~~~(Bla)blaTEM-3~~~X64523:477-1337	TEM-3	3000875	argannot
417	argannot~~~(Phe)catA1~~~V00622:244-903	catI	3002683	argannot
418	argannot~~~(Fcyn)FosA7~~~LAPJ01000014:36823-37245	FosA7	3004113	argannot
419	argannot~~~(Bla)blaGES-17~~~HQ874631:1-864	GES-17	3002346	argannot
420	argannot~~~(Bla)blaACT-9~~~HQ693810:1009-2151	ACT-9	3001826	argannot
421	argannot~~~(Bla)cphA4~~~AY227050:131-895	cphA4	3003100	argannot
422	argannot~~~(AGly)aac8~~~M55426:466-1326	AAC(3)-VIIIa	3002542	argannot
423	argannot~~~(AGly)aac(6')~~~NG_052413:101-583	AAC(6')-Isa	3002563	argannot
424	argannot~~~(Bla)Penicillin_Binding_Protein_Ecoli~~~CP002291:664439-666340			argannot
425	argannot~~~(Bla)blaOXA-84~~~DQ309276:1-825	OXA-84	3001624	argannot
426	argannot~~~(Bla)blaNDM-12~~~AB926431:511-1323	NDM-12	3002362	argannot
427	argannot~~~(Bla)blaCTX-M-6~~~AJ005044:1-876	CTX-M-6	3001869	argannot
428	argannot~~~(Bla)blaTEM-167~~~FJ360884:214-1074	TEM-167	3001033	argannot
429	argannot~~~(AGly)aac3-VIa~~~M88012:193-1092	AAC(3)-VIa	3002540	argannot
430	argannot~~~(MLS)emt(A)~~~NG_055266:101-1126	emtA	3004669	argannot
431	argannot~~~(Bla)blaAER-1~~~U14748:325-1239	AER-1	3002481	argannot
432	argannot~~~(Bla)blaBEL-2~~~FJ666063:1-852	BEL-2	3002386	argannot
433	argannot~~~(Bla)blaCMY-11~~~AF381626:254-1402	CMY-11	3002022	argannot
434	argannot~~~(Rif)arr7~~~FN397623:1189-1641	arr-7	3002852	argannot
435	argannot~~~(Bla)blaOXA-120~~~HE963768:1-825	OXA-120	3001672	argannot
436	argannot~~~(Bla)blaGOB-9~~~AY647246:1-873	GOB-9	3004816	argannot
437	argannot~~~(Bla)blaGES-9~~~AY920928:2690-3553	GES-9	3002338	argannot
438	argannot~~~(Bla)blaOXY5-2~~~AJ871871:1-873	OXY-5-2	3002412	argannot
439	argannot~~~(Bla)blaOXA-46~~~AF317511:2371-3171	OXA-46	3001797	argannot
440	argannot~~~(Bla)blaVEB-3~~~AY536519:38-937	VEB-3	3002372	argannot
441	argannot~~~(Bla)blaGES-22~~~JX023441:38-901	GES-22	3002351	argannot
442	argannot~~~(Gly)vanS-F~~~AF155139:2200-3297	vanS gene in vanF cluster	3002936	argannot
443	argannot~~~(Bla)blaCMY-106~~~KM983294:1051-2196	CMY-106	3002118	argannot
444	argannot~~~(Bla)blaCTX-M-47~~~AY847143:83-958	CTX-M-47	3001909	argannot
445	argannot~~~(Sul)sul2~~~EU360945:1617-2432	sul2	3000412	argannot
446	argannot~~~(Bla)blaCIA-2~~~AB674566:1-879	CIA-2	3004769	argannot
447	argannot~~~(Bla)blaVIM-16~~~EU419746:1-801	VIM-16	3002286	argannot
448	argannot~~~(Gly)vanTm-L~~~EU250284:2575-3564	vanTm gene in vanL cluster	3002973	argannot
449	argannot~~~(AGly)aac6-Iv~~~AF031330:1-441	AAC(6')-Iv	3002566	argannot
450	argannot~~~(Bla)blaTEM-81~~~AF427127:209-1069	TEM-81	3000948	argannot
451	argannot~~~(Bla)blaLRA-9~~~NG_047522:101-1006	LRA-9	3002488	argannot
452	argannot~~~(Bla)blaCTX-M-25~~~AF518567:2321-3196	CTX-M-25	3001887	argannot
453	argannot~~~(Bla)blaCTX-M-23~~~AF488377:63-938	CTX-M-23	3001885	argannot
454	argannot~~~(Bla)blaOXA-175~~~HM113561:1-825	OXA-175	3001659	argannot
455	argannot~~~(Bla)blaVIM-17~~~EU118148:1011-1811	VIM-17	3002287	argannot
456	argannot~~~(Bla)blaLEN-12~~~AJ635406:1-789	LEN-12	3002462	argannot
457	argannot~~~(Bla)blaCTX-M-74~~~GQ149243:1-873	CTX-M-74	3001935	argannot
458	argannot~~~(Bla)blaVIM-1~~~GU724868:1023-1823	VIM-1	3002271	argannot
459	argannot~~~(Bla)blaOXA-104~~~EF581285:1-822	OXA-104	3001636	argannot
460	argannot~~~(Bla)blaGES-6~~~AY494718:1-864	GES-6	3002335	argannot
461	argannot~~~(Bla)blaVIM-31~~~JN982330:246-1046	VIM-31	3002301	argannot
462	argannot~~~(Bla)blaCARB-30~~~NG_048734:1-852	CARB-30	3005566	argannot
463	argannot~~~(MLS)erm(O)~~~M74717:40-822	Erm(O)-lrm	3004652	argannot
464	argannot~~~(AGly)aph9-Ia~~~U94857:151-1146	APH(9)-Ia	3002662	argannot
465	argannot~~~(Bla)blaOCH-4~~~AJ295342:1-1173	OCH-4	3002517	argannot
466	argannot~~~(Bla)blaOXA-131~~~EU547446:1-825	OXA-131	3001652	argannot
467	argannot~~~(Bla)blaSHV-109~~~EU418913:17-877	SHV-109	3001158	argannot
468	argannot~~~(Bla)blaSHV-28~~~EU441172:57-917	SHV-28	3001086	argannot
469	argannot~~~(Bla)blaSHV-160~~~JX121127:1-861	SHV-160	3001199	argannot
470	argannot~~~(Bla)blaVIM-27~~~HQ858608:1-801	VIM-27	3002297	argannot
471	argannot~~~(Bla)blaCMY-7~~~AJ011291:1-1146	CMY-7	3002018	argannot
472	argannot~~~(Bla)blaOCH-8~~~DQ489307:1071-2243	OCH-8	3002521	argannot
473	argannot~~~(Bla)blaPAM-1~~~AB858498:1-864	POM-2	3006975	argannot
474	argannot~~~(Gly)vanY-Pt~~~AY926880.2|:5831-6721	vanY gene in vanA cluster	3002955	argannot
475	argannot~~~(Bla)BlaA2~~~NC_010410:2507740-2509014	CblA-1	3002999	argannot
476	argannot~~~(Bla)blaTEM-88~~~AY027590:113-973	TEM-88	3000955	argannot
477	argannot~~~(MLS)ere(A2)~~~KJ668707:2797-4023	EreA2	3002826	argannot
478	argannot~~~(AGly)aph7~~~GG774704:686456-687373	APH(4)-Ia	3002655	argannot
479	argannot~~~(Bla)blaTEM-191~~~JF949916:1-757	TEM-191	3001051	argannot
480	argannot~~~(Bla)blaCTX-M-96~~~AJ704396:1-876	CTX-M-96	3001956	argannot
481	argannot~~~(Flq)qnrB25~~~HQ172108:1-645	QnrB25	3002740	argannot
482	argannot~~~(Bla)blaSHV-75~~~AM176550:31-891	SHV-75	3001129	argannot
483	argannot~~~(Gly)vanZF-Pp~~~AF155139:4339-4959	vanZ gene in vanF cluster	3002963	argannot
484	argannot~~~(Phe)cat-pC221~~~X02529:2267-2914	Staphylococcus intermedius chloramphenicol acetyltransferase	3004457	argannot
485	argannot~~~(Bla)blaOXA-347~~~JN086160:1583-2407	OXA-347	3001777	argannot
486	argannot~~~(Bla)blaSHV-155~~~JX121122:1-858	SHV-155	3001194	argannot
487	argannot~~~(Gly)vanX-Sc~~~AL939117:55404-56012	vanX gene in vanI cluster	3003725	argannot
488	argannot~~~(Bla)blaCTX-M-113~~~JF274247:1-876	CTX-M-113	3001973	argannot
489	argannot~~~(Bla)blaFONA-1~~~AJ251239:1054-1941	FONA-1	3004788	argannot
490	argannot~~~(Bla)blaNDM-3~~~JQ734687:1-813	NDM-3	3002354	argannot
491	argannot~~~(AGly)apmA~~~FN806789:2858-3682	apmA	3003918	argannot
492	argannot~~~(MLS)erm(34)~~~AY234334:355-1200	Erm(34)	3000600	argannot
493	argannot~~~(AGly)aph4-Ia~~~V01499:231-1256	APH(4)-Ia	3002655	argannot
494	argannot~~~(Bla)blaSHV-5~~~X55640:112-972	SHV-5	3001064	argannot
495	argannot~~~(Bla)cfiA14~~~FM200789:162-911	CfiA14	3006908	argannot
496	argannot~~~(MLS)erm(45)~~~NG_047788:101-838	erm(45)	3004595	argannot
497	argannot~~~(AGly)aac3-Id~~~AB114632:104-580	AAC(3)-Id	3002529	argannot
498	argannot~~~(Bla)blaB-1~~~AF189298:1-750	BlaB-1	3005522	argannot
499	argannot~~~(Bla)blaCTX-M-1~~~X92506:63-938	CTX-M-1	3001864	argannot
500	argannot~~~(Gly)vanS-C~~~DQ022190:4672-5757	vanS gene in vanC cluster	3002933	argannot
501	argannot~~~(Flq)qnrB3~~~DQ303920:1-681	QnrB3	3002716	argannot
502	argannot~~~(Flq)qnrB8~~~EU043312:1-645	QnrB8	3002722	argannot
503	argannot~~~(Bla)blaOXA-170~~~HM488991:1-822	OXA-170	3001470	argannot
504	argannot~~~(AGly)ant4-IIb~~~AY114142:1061-1816	ANT(4')-IIb	3002625	argannot
505	argannot~~~(Bla)blaIMI-4~~~KF958750:1-879	IMI-4	3001861	argannot
506	argannot~~~(Bla)blaSHV-93~~~EF373969:1-861	SHV-93	3001145	argannot
507	argannot~~~(Tet)tetA~~~JX424423:94438-95712	tet(A)	3000165	argannot
508	argannot~~~(Bla)blaADC-22~~~NG_048647:1-1132	ADC-22	3003866	argannot
509	argannot~~~(Bla)blaSHV-86~~~DQ328802:1-861	SHV-86	3001140	argannot
510	argannot~~~(Bla)blaOXY2-7~~~Z49084:312-1184	OXY-2-7	3002402	argannot
511	argannot~~~(Phe)floR~~~AKLJ01000508:383-1597	floR	3002705	argannot
512	argannot~~~(AGly)ant4-IIa~~~M98270:145-903	ANT(4')-IIa	3002624	argannot
513	argannot~~~(Bla)blaGOB-6~~~AF189292:1-756	GOB-6	3004813	argannot
514	argannot~~~(Bla)blaSHV-98~~~AM922304:1-861	SHV-98	3001336	argannot
515	argannot~~~(Bla)blaIMP-30~~~HQ875573:1-741	IMP-38	3002229	argannot
516	argannot~~~(Bla)blaTEM-6~~~X57972:340-1200	TEM-6	3000878	argannot
517	argannot~~~(AGly)aph-VIII~~~AF182845:1-804	APH(3')-VIIIa	3004680	argannot
518	argannot~~~(Bla)BJP-1~~~NG_048709:101-985	BJP-1	3000856	argannot
519	argannot~~~(Bla)blaCARB-25~~~NG_048728:1-852	CARB-25	3005561	argannot
520	argannot~~~(Oxzln)OptrA_3~~~KT862780:7916-9883	optrA	3003746	argannot
521	argannot~~~(Bla)blaTEM-147~~~DQ279850:1-861	TEM-147	3001014	argannot
522	argannot~~~(Bla)blaLRA-5~~~NG_047485:101-1081	LRA-5	3002483	argannot
523	argannot~~~(Bla)blaVHW-1~~~AF217648:133-1005	VHW-1	3007004	argannot
524	argannot~~~(Bla)blaOXA-230~~~JQ422054:101-931	OXA-230	3001693	argannot
525	argannot~~~(Tet)tetL~~~FN435329:1-1377	tet(L)	3000179	argannot
526	argannot~~~(Bla)blaTEM-154~~~FJ807656:1-861	TEM-154	3001020	argannot
527	argannot~~~(Bla)blaBKC-1~~~KP689347:8603-9544	BKC-1	3004757	argannot
528	argannot~~~(MLS)mef(A)~~~U70055:314-1531	mel	3000616	argannot
529	argannot~~~(Bla)blaTEM-112~~~AY589493:167-1027	TEM-112	3000975	argannot
530	argannot~~~(Col)mcr-3.21~~~NG_060582:101-1726	MCR-3.1	3004139	argannot
531	argannot~~~(Bla)blaGOB-3~~~AF189291:1-756	GOB-3	3004810	argannot
532	argannot~~~(Bla)blaCMY-76~~~JQ733573:1028-2173	CMY-76	3002089	argannot
533	argannot~~~(Bla)blaNDM-9~~~KC999080:380-1193	NDM-9	3002359	argannot
534	argannot~~~(Bla)blaACT-8~~~FN645445:1-1146	ACT-8	3001831	argannot
535	argannot~~~(Bla)blaOXA-77~~~AY949202:1-825	OXA-77	3001622	argannot
536	argannot~~~(Bla)blaLEN-11~~~AJ635417:1-789	LEN-11	3002461	argannot
537	argannot~~~(Bla)blaNMC-A~~~Z21956:1221-2099	NmcA	3003589	argannot
538	argannot~~~(Flq)qnrB27~~~HM439641:1-645	QnrB27	3002742	argannot
539	argannot~~~(AGly)aac3-VII~~~M22999:493-1359	AAC(3)-VIIa	3002541	argannot
540	argannot~~~(Fcyn)FosD~~~AB304512:17043-17462	FosD	3004674	argannot
541	argannot~~~(Bla)ampH~~~CP003785:4208384-4209544	Escherichia coli ampH beta-lactamase	3004612	argannot
542	argannot~~~(Bla)blaIMP-6~~~AB616660:1813-2553	IMP-6	3002197	argannot
543	argannot~~~(Bla)blaIMP-41~~~AB753458:1-738	IMP-41	3002232	argannot
544	argannot~~~(Flq)OqxBgb~~~EU370913:47851-51003	oqxB	3003923	argannot
545	argannot~~~(MLS)oleI~~~NG_048022:1-1275	oleI	3000866	argannot
546	argannot~~~(Tmt)dfrA9~~~X57730:726-1259	dfrA9	3004548	argannot
547	argannot~~~(Bla)blaCARB-27~~~NG_048730:1-852	CARB-27	3005563	argannot
548	argannot~~~(Bla)blaGES-16~~~HM173356:512-1375	GES-16	3002345	argannot
549	argannot~~~(Bla)blaVEB-7~~~FJ825622:1-900	VEB-7	3002376	argannot
550	argannot~~~(AGly)vph~~~NG_048566:101-982	vph	3003061	argannot
551	argannot~~~(Bla)blaZEG-1~~~AY265891:1-1013	ACT-8	3001831	argannot
552	argannot~~~(Bla)blaCMY-66~~~JN714478:1035-2180	CMY-66	3002079	argannot
553	argannot~~~(Bla)blaOXA-171~~~HM488992:1-822	OXA-171	3001471	argannot
554	argannot~~~(Bla)blaOXA-179~~~HM570035:1-825	OXA-179	3001473	argannot
555	argannot~~~(Tet)otrC~~~AY509111:324-1379	otrC	3002894	argannot
556	argannot~~~(Bla)blaCTX-M-49~~~AY847145:82-957	CTX-M-49	3001911	argannot
557	argannot~~~(Bla)cfiA9~~~AB087234:1-750	CfiA9	3006921	argannot
558	argannot~~~(Bla)blaSHV-140~~~JN051143:1-861	SHV-140	3001182	argannot
559	argannot~~~(Bla)blaLEN-36~~~KR738738:1-861	LEN-36	3004828	argannot
560	argannot~~~(Bla)blaCMY-60~~~JF460794:1-1146	CMY-60	3002073	argannot
561	argannot~~~(Bla)blaGOB-10~~~AY647247:1-873	GOB-10	3004802	argannot
562	argannot~~~(Col)mcr-8.1~~~NG_061399:101-1798	MCR-8.1	3004516	argannot
563	argannot~~~(Bla)blaTEM-146~~~DQ105529:1-861	TEM-146	3001013	argannot
564	argannot~~~(AGly)aac3-I~~~X15852:1250-1783	AAC(3)-Ia	3002528	argannot
565	argannot~~~(Bla)blaTEM-122~~~AY307100:1-861	TEM-122	3000984	argannot
566	argannot~~~(Bla)blaLHK-3~~~NG_056484:1-1173	LHK-3	3006937	argannot
567	argannot~~~(Bla)blaTEM-124~~~AY327540:1-858	TEM-124	3000986	argannot
568	argannot~~~(Bla)blaNDM-11~~~MK348670:1-813	NDM-11	3002361	argannot
569	argannot~~~(Rif)arr5~~~EF660563:393-845	arr-5	3002850	argannot
570	argannot~~~(Bla)blaIMP-51~~~LC031883:5072-5812	IMP-51	3003659	argannot
571	argannot~~~(Bla)blaCTX-M-80~~~EU202673:1-876	CTX-M-80	3001941	argannot
572	argannot~~~(Col)mcr-1.17~~~NG_064788:1-1626	MCR-1.1	3003689	argannot
573	argannot~~~(Bla)blaIMP-24~~~EF192154:1-741	IMP-24	3002215	argannot
574	argannot~~~(Bla)blaMIR-6~~~JQ664733:1-1146	MIR-6	3002171	argannot
575	argannot~~~(Bla)blaEBR-1~~~AF416700:57-764	EBR-1	3000842	argannot
576	argannot~~~(Bla)blaIMP-27~~~JF894248:1-741	IMP-27	3002218	argannot
577	argannot~~~(AGly)rmtG~~~JX486113:1-795	rmtG	3002668	argannot
578	argannot~~~(Fcyn)FosC2~~~AB522969:1-399	FosC2	3002874	argannot
579	argannot~~~(Bla)blaCMY-42~~~HM146927:1-1146	CMY-42	3002053	argannot
580	argannot~~~(Bla)blaIMP-16~~~AJ584652:1044-1784	IMP-16	3002207	argannot
581	argannot~~~(MLS)sal(A)~~~NG_048067_1-1626:1626	salA	3003749	argannot
582	argannot~~~(Bla)blaSHV-14~~~AF226622:55-915	SHV-14	3001073	argannot
583	argannot~~~(Flq)qnrVC6~~~KC202804:3875-4531	QnrVC6	3002803	argannot
584	argannot~~~(Gly)vanA-G~~~AY271782:157-606	salE	3007029	argannot
585	argannot~~~(Gly)vanR-C~~~AF162694:5193-5888	vanR gene in vanC cluster	3002922	argannot
586	argannot~~~(Bla)blaVIM-36~~~JX982635:1-801	VIM-36	3002306	argannot
587	argannot~~~(Bla)blaGOB-15~~~AY775547:1-879	GOB-15	3004807	argannot
588	argannot~~~(AGly)aac(3)-IIIc~~~L06161:106-945	AAC(3)-IIIc	3002538	argannot
589	argannot~~~(Bla)blaOXA-96~~~DQ519090:63-905	OXA-96	3001631	argannot
590	argannot~~~(MLS)cfr(B)~~~KR610408:4995-6044	cfr(B)	3004649	argannot
