	input_file_name	gene_symbol	gene_name	reference_database_id	reference_database_version	reference_accession	analysis_software_name	analysis_software_version	sequence_identity	input_sequence_id	input_protein_start	input_protein_stop	input_gene_start	input_gene_stop	reference_protein_start	reference_protein_stop	reference_gene_start	reference_gene_stop	strand_orientation	coverage_depth	coverage_percentage	coverage_ratio	reference_gene_length	reference_protein_length	input_gene_length	input_protein_length	drug_class	antimicrobial_agent	resistance_mechanism
1076	GMGC10.95nr_block_0029	D-alanyl-D-alanine	"D-alanyl-D-alanine carboxypeptidase DacC""|KU605919.1|Preterm_infant_stool|PEN"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	80.94	GMGC10.027_465_345.DACC			31	1200					+		95.34								
1077	GMGC10.95nr_block_0029	D-alanyl-D-alanine	"D-alanyl-D-alanine carboxypeptidase DacC""|KU605919.1|Preterm_infant_stool|PEN"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	81.69	GMGC10.027_475_071.DACC			31	1199					+		95.26								
1078	GMGC10.95nr_block_0029	Tetracycline	"Tetracycline resistance protein%2C class C""|KJ693295.1|grassland soil|TET"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	81.76	GMGC10.030_093_553.TETA			2	1166					+		96.83								
1079	GMGC10.95nr_block_0029	D-alanyl-D-alanine	"D-alanyl-D-alanine carboxypeptidase DacC""|KU605919.1|Preterm_infant_stool|PEN"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	81.98	GMGC10.030_825_419.DACC			40	1199					+		94.53								
1080	GMGC10.95nr_block_0029	chloramphenicol	"chloramphenicol efflux MFS transporter CmlB1""|KU548442.1|soil|CHL"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	81.17	GMGC10.031_197_744.SFLR			1	1184					+		93.52								
1081	GMGC10.95nr_block_0029	D-alanyl-D-alanine	"D-alanyl-D-alanine carboxypeptidase DacC""|KU605919.1|Preterm_infant_stool|PEN"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	84.37	GMGC10.035_021_250.DACC			1	1203					+		98.28								
1082	GMGC10.95nr_block_0029	D-alanyl-D-alanine	"D-alanyl-D-alanine carboxypeptidase DacC""|KU605919.1|Preterm_infant_stool|PEN"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	83.04	GMGC10.035_228_247.DACC			1	1203					+		98.28								
1083	GMGC10.95nr_block_0029	D-alanyl-D-alanine	"D-alanyl-D-alanine carboxypeptidase DacC""|KU605919.1|Preterm_infant_stool|PEN"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	81.09	GMGC10.036_636_371.DACC			1	1205					+		98.12								
1084	GMGC10.95nr_block_0029	"Beta-lactamase""|MG739508.1|river|AMP"	"Beta-lactamase""|MG739508.1|river|AMP"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	84.0	GMGC10.036_696_749.AMPC			1	1194					+		100.0								
1085	GMGC10.95nr_block_0029	Tetracycline	"Tetracycline resistance protein%2C class C""|KJ694727.1|grassland soil|TET"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	87.0	GMGC10.038_989_760.BLT			1	1176					+		91.94								
1086	GMGC10.95nr_block_0029	Chloramphenicol	"Chloramphenicol acetyltransferase""|KU547990.1|latrine|CHL"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	99.68	GMGC10.043_152_612.CAT			598	1230					+		100.0								
1087	GMGC10.95nr_block_0029	D-alanyl-D-alanine	"D-alanyl-D-alanine carboxypeptidase DacC""|KU605919.1|Preterm_infant_stool|PEN"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	81.01	GMGC10.044_208_054.DACC			31	1199					+		95.26								
1088	GMGC10.95nr_block_0029	D-alanyl-D-alanine	"D-alanyl-D-alanine carboxypeptidase DacC""|KU605919.1|Preterm_infant_stool|PEN"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	83.86	GMGC10.046_413_616.DACC			21	1203					+		96.65								
1089	GMGC10.95nr_block_0030	chloramphenicol	"chloramphenicol efflux MFS transporter CmlB1""|KU548442.1|soil|CHL"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	100.0	GMGC10.004_317_300.SFLR			1	1266					+		100.0								
1090	GMGC10.95nr_block_0030	tetracycline	"tetracycline efflux MFS transporter TetA(P)""|KU607472.1|Preterm_infant_stool|TET"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	86.02	GMGC10.004_421_623.UNKNOWN			1	1266					+		100.0								
1091	GMGC10.95nr_block_0030	Tetracycline	"Tetracycline resistance protein%2C class C""|KJ694306.1|grassland soil|TET"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	84.45	GMGC10.006_069_540.BLT			1	1176					+		92.16								
1092	GMGC10.95nr_block_0030	D-alanyl-D-alanine	"D-alanyl-D-alanine carboxypeptidase DacA""|KU606697.1|Preterm_infant_stool|CAZ"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	93.32	GMGC10.011_592_896.DACA			7	1218					+		100.0								
1093	GMGC10.95nr_block_0030	D-alanyl-D-alanine	"D-alanyl-D-alanine carboxypeptidase DacC""|KU605919.1|Preterm_infant_stool|PEN"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	83.09	GMGC10.012_460_703.DACC			19	1242					+		100.0								
1094	GMGC10.95nr_block_0030	D-alanyl-D-alanine	"D-alanyl-D-alanine carboxypeptidase DacA""|KU606697.1|Preterm_infant_stool|CAZ"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	97.77	GMGC10.013_718_064.DACA			7	1218					+		100.0								
1095	GMGC10.95nr_block_0030	Tetracycline	"Tetracycline resistance protein%2C class C""|KJ693295.1|grassland soil|TET"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	82.51	GMGC10.014_910_875.TETA			67	1240					+		97.42								
1096	GMGC10.95nr_block_0030	tetracycline	"tetracycline efflux MFS transporter TetA(P)""|KU607472.1|Preterm_infant_stool|TET"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	84.53	GMGC10.018_371_611.UNKNOWN			1	1266					+		99.92								
1097	GMGC10.95nr_block_0030	Tetracycline	"Tetracycline resistance protein%2C class C""|KJ694727.1|grassland soil|TET"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	86.5	GMGC10.020_377_906.BLT			1	1177					+		92.02								
1098	GMGC10.95nr_block_0030	tetracycline	"tetracycline efflux MFS transporter TetA(P)""|KU607472.1|Preterm_infant_stool|TET"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	87.25	GMGC10.022_490_163.UNKNOWN			1	1260					+		99.76								
1099	GMGC10.95nr_block_0030	Tetracycline	"Tetracycline resistance protein%2C class C""|KJ693684.1|grassland soil|TET"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	80.22	GMGC10.028_624_126.TETA			1	1281					+		99.77								
1100	GMGC10.95nr_block_0030	tetracycline	"tetracycline efflux MFS transporter TetA(P)""|KU607472.1|Preterm_infant_stool|TET"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	90.26	GMGC10.032_148_748.UNKNOWN			1	1263					+		100.0								
1101	GMGC10.95nr_block_0030	tetracycline	"tetracycline efflux MFS transporter TetA(P)""|KU607472.1|Preterm_infant_stool|TET"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	87.89	GMGC10.033_167_364.UNKNOWN			1	1260					+		99.76								
1102	GMGC10.95nr_block_0030	chloramphenicol	"chloramphenicol efflux MFS transporter CmlB1""|KU548442.1|soil|CHL"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	82.69	GMGC10.034_989_314.SFLR			1	1219					+		96.29								
1103	GMGC10.95nr_block_0030	Tetracycline	"Tetracycline resistance protein%2C class C""|KJ694727.1|grassland soil|TET"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	86.7	GMGC10.035_416_425.BLT			1	1209					+		94.44								
1104	GMGC10.95nr_block_0030	chloramphenicol	"chloramphenicol efflux MFS transporter CmlB1""|KU548442.1|soil|CHL"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	80.63	GMGC10.036_993_668.SFLR			1	1265					+		99.92								
1105	GMGC10.95nr_block_0030	Tetracycline	"Tetracycline resistance protein%2C class C""|KJ694727.1|grassland soil|TET"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	81.3	GMGC10.038_231_695.BLT			29	1224					+		93.04								
1106	GMGC10.95nr_block_0030	tetracycline	"tetracycline efflux MFS transporter TetA(P)""|KU607472.1|Preterm_infant_stool|TET"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	87.57	GMGC10.040_273_544.UNKNOWN			1	1260					+		99.76								
1107	GMGC10.95nr_block_0030	Tetracycline	"Tetracycline resistance protein%2C class C""|KJ694727.1|grassland soil|TET"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	86.82	GMGC10.040_431_369.BLT			37	1227					+		93.19								
1108	GMGC10.95nr_block_0030	tetracycline	"tetracycline efflux MFS transporter TetA(P)""|KU607472.1|Preterm_infant_stool|TET"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	85.59	GMGC10.044_408_350.UNKNOWN			1	1260					+		99.76								
1109	GMGC10.95nr_block_0031	Tetracycline	"Tetracycline resistance protein%2C class C""|KJ694306.1|grassland soil|TET"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	89.31	GMGC10.016_634_322.BLT			73	1296					+		95.92								
1110	GMGC10.95nr_block_0031	Tetracycline	"Tetracycline resistance protein%2C class C""|KJ694727.1|grassland soil|TET"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	85.68	GMGC10.044_841_790.BLT			37	1277					+		96.79								
1111	GMGC10.95nr_block_0032	tetracycline	"tetracycline efflux MFS transporter Tet(L)""|KU547126.1|latrine|TET"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	81.25	GMGC10.007_227_663.UNKNOWN			1	1357					+		97.9								
1112	GMGC10.95nr_block_0032	tetracycline	"tetracycline efflux MFS transporter Tet(L)""|KU547126.1|latrine|TET"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	82.55	GMGC10.012_520_606.UNKNOWN			1	1358					+		98.19								
1113	GMGC10.95nr_block_0032	tetracycline	"tetracycline efflux MFS transporter Tet(L)""|KU547126.1|latrine|TET"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	80.82	GMGC10.017_409_691.UNKNOWN			1	1358					+		97.98								
1114	GMGC10.95nr_block_0032	D-alanyl-D-alanine	"D-alanyl-D-alanine carboxypeptidase DacB""|KU606669.1|Preterm_infant_stool|AMP"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	81.84	GMGC10.018_349_126.DACB			559	1395					+		100.0								
1115	GMGC10.95nr_block_0032	tetracycline	"tetracycline efflux MFS transporter Tet(L)""|KU547126.1|latrine|TET"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	84.67	GMGC10.018_872_559.UNKNOWN			1	1357					+		98.12								
1116	GMGC10.95nr_block_0032	tetracycline	"tetracycline efflux MFS transporter Tet(L)""|KU547126.1|latrine|TET"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	81.44	GMGC10.023_894_540.UNKNOWN			1	1358					+		98.19								
1117	GMGC10.95nr_block_0032	tetracycline	"tetracycline efflux MFS transporter Tet(L)""|KU547126.1|latrine|TET"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	96.02	GMGC10.037_439_240.UNKNOWN			1	1383					+		100.0								
1118	GMGC10.95nr_block_0032	tetracycline	"tetracycline efflux MFS transporter Tet(L)""|KU547126.1|latrine|TET"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	81.44	GMGC10.038_048_771.UNKNOWN			1	1358					+		98.19								
1119	GMGC10.95nr_block_0033	D-alanyl-D-alanine	"D-alanyl-D-alanine carboxypeptidase DacB""|KU606669.1|Preterm_infant_stool|AMP"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	80.88	GMGC10.002_406_972.DACB			598	1434					+		100.0								
1120	GMGC10.95nr_block_0033	D-alanyl-D-alanine	"D-alanyl-D-alanine carboxypeptidase DacB""|KU606669.1|Preterm_infant_stool|AMP"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	80.55	GMGC10.004_548_927.DACB			598	1430					+		99.52								
1121	GMGC10.95nr_block_0033	D-alanyl-D-alanine	"D-alanyl-D-alanine carboxypeptidase DacB""|KU606669.1|Preterm_infant_stool|AMP"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	80.19	GMGC10.008_795_364.DACB			598	1430					+		99.52								
1122	GMGC10.95nr_block_0033	D-alanyl-D-alanine	"D-alanyl-D-alanine carboxypeptidase DacB""|KU606669.1|Preterm_infant_stool|AMP"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	80.1	GMGC10.008_801_618.DACB			598	1430					+		99.4								
1123	GMGC10.95nr_block_0033	D-alanyl-D-alanine	"D-alanyl-D-alanine carboxypeptidase DacB""|KU606669.1|Preterm_infant_stool|AMP"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	80.64	GMGC10.014_868_477.DACB			598	1434					+		100.0								
1124	GMGC10.95nr_block_0033	D-alanyl-D-alanine	"D-alanyl-D-alanine carboxypeptidase DacB""|KU606669.1|Preterm_infant_stool|AMP"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	83.87	GMGC10.023_834_585.DACB			598	1434					+		100.0								
1125	GMGC10.95nr_block_0033	D-alanyl-D-alanine	"D-alanyl-D-alanine carboxypeptidase DacB""|KU606669.1|Preterm_infant_stool|AMP"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	83.75	GMGC10.034_706_740.DACB			598	1434					+		100.0								
1126	GMGC10.95nr_block_0033	D-alanyl-D-alanine	"D-alanyl-D-alanine carboxypeptidase DacB""|KU606669.1|Preterm_infant_stool|AMP"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	81.24	GMGC10.035_761_010.DACB			598	1434					+		100.0								
1127	GMGC10.95nr_block_0120	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine	"UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase""|KF630034.1|pediatric_fecal_sample|CYC"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	85.57	GMGC10.051_383_792.MURF			1	303					+		83.61								
1128	GMGC10.95nr_block_0130	D-alanine--D-alanine	"D-alanine--D-alanine ligase A""|KF630331.1|pediatric_fecal_sample|CYC"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	82.19	GMGC10.282_809_413.DDL			1	291					+		80.17								
1129	GMGC10.95nr_block_0134	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine	"UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase""|KX125757.1|human_gut|CYC"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	86.12	GMGC10.052_833_653.MURF			4	320					+		91.88								
1130	GMGC10.95nr_block_0143	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine	"UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase""|KX125757.1|human_gut|CYC"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	99.66	GMGC10.299_737_611.MURF			41	333					+		84.93								
1131	GMGC10.95nr_block_0154	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine	"UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase""|KX125757.1|human_gut|CYC"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	99.32	GMGC10.299_377_986.MURF			55	348					+		85.22								
1132	GMGC10.95nr_block_0157	D-alanine--D-alanine	"D-alanine--D-alanine ligase""|KF628109.1|pediatric_fecal_sample|CYC"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	91.78	GMGC10.292_276_127.DDL			1	353					+		96.45								
1133	GMGC10.95nr_block_0164	D-alanine--D-alanine	"D-alanine--D-alanine ligase A""|KF627073.1|pediatric_fecal_sample|CYC"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	80.11	GMGC10.187_738_993.DDL			1	366					+		91.48								
1134	GMGC10.95nr_block_0166	D-alanine--D-alanine	"D-alanine--D-alanine ligase A""|KF630331.1|pediatric_fecal_sample|CYC"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	81.27	GMGC10.285_325_196.DDL			7	369					+		100.0								
1135	GMGC10.95nr_block_0172	Aminoglycoside	"Aminoglycoside N(6')-acetyltransferase type 1""|KJ512973.1|manure|KAN"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	80.44	GMGC10.049_786_879.AACA7			17	381					+		83.22								
1136	GMGC10.95nr_block_0176	D-alanine--D-alanine	"D-alanine--D-alanine ligase""|KF628833.1|pediatric_fecal_sample|CYC"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	80.53	GMGC10.262_126_175.DDL			2	380					+		85.94								
1137	GMGC10.95nr_block_0176	Aminoglycoside	"Aminoglycoside N(6')-acetyltransferase type 1""|GQ343186.1|human saliva|SIS"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	97.69	GMGC10.301_576_222.AACA7			1	390					+		90.91								
1138	GMGC10.95nr_block_0177	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine	"UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase""|KX125757.1|human_gut|CYC"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	99.38	GMGC10.298_967_702.MURF			67	390					+		93.91								
1139	GMGC10.95nr_block_0179	Dihydrofolate	"Dihydrofolate reductase""|KX127020.1|newborn_gut|TMP"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	92.68	GMGC10.047_603_351.FOLA			1	396					+		80.49								
1140	GMGC10.95nr_block_0179	Dihydrofolate	"Dihydrofolate reductase""|KF626704.1|pediatric_fecal_sample|SXT"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	92.42	GMGC10.202_743_597.FOLA			1	396					+		81.48								
1141	GMGC10.95nr_block_0179	Dihydrofolate	"Dihydrofolate reductase""|KF629031.1|pediatric_fecal_sample|TMP"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	88.8	GMGC10.263_437_082.FOLA			1	393					+		81.37								
1142	GMGC10.95nr_block_0180	Aminoglycoside	"Aminoglycoside N(6')-acetyltransferase type 1""|GQ343186.1|human saliva|SIS"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	98.23	GMGC10.056_286_275.AACA7			1	396					+		92.31								
1143	GMGC10.95nr_block_0180	Aminoglycoside	"Aminoglycoside N(6')-acetyltransferase type 1""|GQ343186.1|human saliva|SIS"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	99.24	GMGC10.182_115_250.AACA7			1	396					+		92.31								
1144	GMGC10.95nr_block_0180	Aminoglycoside	"Aminoglycoside N(6')-acetyltransferase type 1""|GQ343186.1|human saliva|SIS"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	98.5	GMGC10.305_339_013.AACA7			1	399					+		93.01								
1145	GMGC10.95nr_block_0180	Aminoglycoside	"Aminoglycoside N(6')-acetyltransferase type 1""|GQ343186.1|human saliva|SIS"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	98.25	GMGC10.305_905_807.AACA7			1	399					+		93.01								
1146	GMGC10.95nr_block_0181	Dihydrofolate	"Dihydrofolate reductase""|KF629642.1|pediatric_fecal_sample|TMP"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	86.22	GMGC10.047_957_160.FOLA			1	399					+		81.1								
1147	GMGC10.95nr_block_0181	Dihydrofolate	"Dihydrofolate reductase""|KF626966.1|pediatric_fecal_sample|SXT"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	89.45	GMGC10.206_701_868.FOLA			1	398					+		80.89								
1148	GMGC10.95nr_block_0181	Dihydrofolate	"Dihydrofolate reductase""|KJ692747.1|grassland soil|TMP"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	88.01	GMGC10.242_874_283.FOLA			1	392					+		81.67								
1149	GMGC10.95nr_block_0182	Dihydrofolate	"Dihydrofolate reductase""|KF626781.1|pediatric_fecal_sample|TMP"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	83.92	GMGC10.182_504_297.FOLA			1	398					+		80.4								
1150	GMGC10.95nr_block_0182	Dihydrofolate	"Dihydrofolate reductase""|KF630129.1|pediatric_fecal_sample|SXT"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	91.79	GMGC10.211_851_731.FOLA			1	402					+		81.01								
1151	GMGC10.95nr_block_0182	Dihydrofolate	"Dihydrofolate reductase""|KX125924.1|human_gut|SXT"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	82.96	GMGC10.298_692_243.FOLA			1	399					+		81.6								
1152	GMGC10.95nr_block_0182	Aminoglycoside	"Aminoglycoside N(6')-acetyltransferase type 1""|GQ343186.1|human saliva|SIS"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	98.01	GMGC10.305_707_637.AACA7			1	402					+		93.71								
1153	GMGC10.95nr_block_0182	Aminoglycoside	"Aminoglycoside N(6')-acetyltransferase type 1""|GQ343186.1|human saliva|SIS"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	97.76	GMGC10.306_173_493.AACA7			1	402					+		93.71								
1154	GMGC10.95nr_block_0183	Dihydrofolate	"Dihydrofolate reductase""|KF627130.1|pediatric_fecal_sample|TMP"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	90.3	GMGC10.048_735_066.FOLA			1	402					+		81.21								
1155	GMGC10.95nr_block_0183	Dihydrofolate	"Dihydrofolate reductase""|KF628284.1|pediatric_fecal_sample|TMP"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	84.58	GMGC10.054_614_221.FOLA			4	405					+		81.21								
1156	GMGC10.95nr_block_0183	Aminoglycoside	"Aminoglycoside N(6')-acetyltransferase type 1""|GQ343186.1|human saliva|SIS"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	97.28	GMGC10.303_333_871.AACA7			1	405					+		94.41								
1157	GMGC10.95nr_block_0185	Dihydrofolate	"Dihydrofolate reductase""|KF628145.1|pediatric_fecal_sample|TMP"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	90.93	GMGC10.203_864_435.FOLA			1	408					+		85.0								
1158	GMGC10.95nr_block_0185	Dihydrofolate	"Dihydrofolate reductase""|KF628190.1|pediatric_fecal_sample|SXT"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	89.49	GMGC10.207_335_555.FOLA			1	408					+		83.23								
1159	GMGC10.95nr_block_0185	Gentamicin	"Gentamicin 3-N-acetyltransferase""|JF924870.1|soil|GEN"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	90.44	GMGC10.220_529_729.UNKNOWN			1	408					+		90.07								
1160	GMGC10.95nr_block_0185	Dihydrofolate	"Dihydrofolate reductase""|KF626955.1|pediatric_fecal_sample|SXT"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	95.83	GMGC10.269_218_756.FOLA			1	408					+		80.95								
1161	GMGC10.95nr_block_0185	Dihydrofolate	"Dihydrofolate reductase""|KF629811.1|pediatric_fecal_sample|TMP"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	95.09	GMGC10.300_775_752.FOLA			1	407					+		82.22								
1162	GMGC10.95nr_block_0186	Dihydrofolate	"Dihydrofolate reductase""|KX126478.1|newborn_gut|TMP"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	92.16	GMGC10.053_539_962.FOLA			1	408					+		82.93								
1163	GMGC10.95nr_block_0186	Dihydrofolate	"Dihydrofolate reductase""|KF628671.1|pediatric_fecal_sample|TMP"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	80.0	GMGC10.148_334_211.FOLA			1	408					+		80.08								
1164	GMGC10.95nr_block_0186	Dihydrofolate	"Dihydrofolate reductase""|KF627038.1|pediatric_fecal_sample|TMP"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	91.16	GMGC10.150_491_610.FOLA			5	411					+		80.28								
1165	GMGC10.95nr_block_0186	Dihydrofolate	"Dihydrofolate reductase""|KF628047.1|pediatric_fecal_sample|SXT"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	87.06	GMGC10.183_914_206.FOLA			1	398					+		80.57								
1166	GMGC10.95nr_block_0186	Dihydrofolate	"Dihydrofolate reductase""|KF627676.1|pediatric_fecal_sample|TMP"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	80.53	GMGC10.194_592_057.FOLA			1	411					+		82.53								
1167	GMGC10.95nr_block_0186	Dihydrofolate	"Dihydrofolate reductase""|KF626876.1|pediatric_fecal_sample|TMP"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	92.4	GMGC10.206_804_146.FOLA			4	411					+		83.44								
1168	GMGC10.95nr_block_0186	Aminoglycoside	"Aminoglycoside N(6')-acetyltransferase type 1""|GQ343186.1|human saliva|SIS"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	98.78	GMGC10.267_319_504.AACA7			1	408					+		95.1								
1169	GMGC10.95nr_block_0186	Dihydrofolate	"Dihydrofolate reductase""|KX125401.1|newborn_gut|TMP"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	91.67	GMGC10.301_277_345.FOLA			1	408					+		82.42								
1170	GMGC10.95nr_block_0187	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine	"UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase""|KX125769.1|human_gut|CYC"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	91.48	GMGC10.182_497_241.MURF			1	411					+		84.57								
1171	GMGC10.95nr_block_0187	Aminoglycoside	"Aminoglycoside N(6')-acetyltransferase type 1""|GQ343186.1|human saliva|SIS"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	98.55	GMGC10.183_900_047.AACA7			1	414					+		96.5								
1172	GMGC10.95nr_block_0188	Dihydrofolate	"Dihydrofolate reductase""|KF628671.1|pediatric_fecal_sample|TMP"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	90.82	GMGC10.267_337_531.FOLA			1	414					+		81.66								
1173	GMGC10.95nr_block_0188	Dihydrofolate	"Dihydrofolate reductase""|KF628671.1|pediatric_fecal_sample|TMP"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	88.65	GMGC10.302_854_548.FOLA			1	414					+		81.66								
1174	GMGC10.95nr_block_0189	Dihydrofolate	"Dihydrofolate reductase""|KX126790.1|newborn_gut|SXT"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	99.76	GMGC10.054_322_151.FOLA			1	417					+		84.76								
1175	GMGC10.95nr_block_0189	Aminoglycoside	"Aminoglycoside N(6')-acetyltransferase type 1""|GQ343186.1|human saliva|SIS"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	98.08	GMGC10.056_426_759.AACA7			1	417					+		97.2								
1176	GMGC10.95nr_block_0189	Aminoglycoside	"Aminoglycoside N(6')-acetyltransferase type 1""|GQ343186.1|human saliva|SIS"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	96.4	GMGC10.304_889_597.AACA7			1	417					+		97.2								
1177	GMGC10.95nr_block_0190	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine	"UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase""|KF630034.1|pediatric_fecal_sample|CYC"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	91.29	GMGC10.047_561_928.MURF			1	356					+		98.89								
