	Unnamed: 0	Original ID	Gene Name in CARD	ARO	Database
838	838	dfrA19_1_AJ310778	dfrA19	3003015.0	resfinder
839	839	blaOXA-70_1_AY750912	OXA-70	3001618.0	resfinder
840	840	fosX_1_AP010904	FosX	3000198.0	resfinder
841	841	cfr_1_AM408573	cfrA	3003441.0	resfinder
842	842	cfr_1_AM408573	cfrA	3003441.0	resfinder
843	843	cfr_1_AM408573	cfrA	3003441.0	resfinder
844	844	dfrA12_5_FR875302	dfrA12	3002858.0	resfinder
845	845	tet(Y)_1_EF495198	tet(Y)	3000182.0	resfinder
846	846	aadA6_1_AF140629	aadA6	3002606.0	resfinder
847	847	lmr(A)_1_X59926	efpA	3003955.0	resfinder
848	848	blaCTX-M-53_1_DQ268764	CTX-M-53	3001915.0	resfinder
849	849	blaIMP-45_1_EU352796	IMP-45	3002236.0	resfinder
850	850	blaTEM-211_1_KF513179	TEM-211	3001388.0	resfinder
851	851	blaIMP-8_1_DQ845788	IMP-8	3002199.0	resfinder
852	852	blaZ_121_AIWM01000014	PC1 beta-lactamase (blaZ)	3000621.0	resfinder
853	853	ere(A)_4_AF512546	EreA2	3002826.0	resfinder
854	854	aph(3')-XV_2_GQ626879	aphA15	3004675.0	resfinder
855	855	blaOXA-181_1_CM004561	OXA-181	3001784.0	resfinder
856	856	blaOXA-323_1_KF203097	OXA-323	3001511.0	resfinder
857	857	blaVIM-5_1_DQ023222	VIM-5	3002275.0	resfinder
858	858	blaOXA-199_1_JN704570	OXA-199	3001814.0	resfinder
859	859	blaTEM-155_1_DQ679961	TEM-155	3001021.0	resfinder
860	860	erm(W)_1_D14532	ErmW	3001306.0	resfinder
861	861	blaACT-9_1_HQ693810	ACT-9	3001826.0	resfinder
862	862	lsa(C)_1_HM990671	lsaC	3003112.0	resfinder
863	863	sul2_3_HQ840942	sul2	3000412.0	resfinder
864	864	blaOXA-65_1_AY750908	OXA-65	3001614.0	resfinder
865	865	blaCTX-M-102_1_HQ398215	CTX-M-102	3001961.0	resfinder
866	866	blaCTX-M-23_1_AF488377	CTX-M-23	3001885.0	resfinder
867	867	blaSHV-168_1_JX870080	SHV-168	3001352.0	resfinder
868	868	sul1_28_JN790946	sul1	3000410.0	resfinder
869	869	aph(2'')-Ih_1_KF652096	APH(2'')-If	3004191.0	resfinder
870	870	blaCMY-111_1_KJ155695	CMY-111	3002122.0	resfinder
871	871	blaSHV-85_1_DQ322460	SHV-85	3001139.0	resfinder
872	872	qnrB23_1_FJ981622	qnrB23	qnrB23	resfinder
873	873	blaOXY-2-10_10_FJ785626	OXY-2-10	3002405.0	resfinder
874	874	VanC2XY_4_EU151758	vanC	3000368.0	resfinder
875	875	VanC2XY_4_EU151758	vanXY gene in vanC cluster	3002966.0	resfinder
876	876	sul1_25_AY878717	sul1	3000410.0	resfinder
877	877	blaCMY-99_1_KF305673	CMY-99	3002070.0	resfinder
878	878	blaCGB-1_1_EF672680	CGB-1	3000841.0	resfinder
879	879	blaOXA-167_1_HM488988	OXA-167	3001467.0	resfinder
880	880	mcr-3.1_1_KY924928	MCR-3.1	3004139.0	resfinder
881	881	erm(C)_1_V01278	ErmC	3000250.0	resfinder
882	882	tet(W)_4_FN396364	tet(W/N/W)	3004442.0	resfinder
883	883	aac(6')-Iaj_1_AB709942	AAC(6')-Iaj	3003677.0	resfinder
884	884	blaZ_127_ACFR01000018	PC1 beta-lactamase (blaZ)	3000621.0	resfinder
885	885	blaACC-3_1_AF180958	ACC-3	3001817.0	resfinder
886	886	blaLEN3_1_AY130286	LEN-3	3002475.0	resfinder
887	887	tet(55)_1_KR857689	tet(55)	3004591.0	resfinder
888	888	tet(32)_2_EF626943	tet32	3000196.0	resfinder
889	889	OqxB_1_EU370913	oqxB	3003923.0	resfinder
890	890	OqxB_1_EU370913	oqxB	3003923.0	resfinder
891	891	blaZ_31_JIFU01000008	PC1 beta-lactamase (blaZ)	3000621.0	resfinder
892	892	blaCTX-M-28_6_AJ549244	CTX-M-28	3001890.0	resfinder
893	893	blaA_2_AY954728	y56 beta-lactamase	3003558.0	resfinder
894	894	blaOXA-558_1_KY126234	OXA-558	3005782.0	resfinder
895	895	blaZ_43_NZ_CAVU010000015	PC1 beta-lactamase (blaZ)	3000621.0	resfinder
896	896	blaSHV-98_1_AM941844	SHV-98	3001336.0	resfinder
897	897	blaKPC-37_1_MH718730	KPC-37	3005369.0	resfinder
898	898	blaOXA-391_1_KJ427797	OXA-391	3001577.0	resfinder
899	899	cphA1_3_AY261378	cphA3	3003093.0	resfinder
900	900	aph(2'')-Id_1_AF016483	APH(2'')-IVa	3002637.0	resfinder
901	901	blaOXA-500_1_JMNQ01000002	OXA-500	3005730.0	resfinder
902	902	blaOXA-383_1_KF986262	OXA-383	3001569.0	resfinder
903	903	tet(42)_1_EU523697	tet(42)	3000572.0	resfinder
904	904	blaOXA-415_1_KJ865754	OXA-415	3001606.0	resfinder
905	905	blaOXA-147_1_FJ848783	OXA-147	3001801.0	resfinder
906	906	blaOXA-173_1_HM113559	OXA-173	3001657.0	resfinder
907	907	catB8_1_AF227506	catB8	3002680.0	resfinder
908	908	fosB_2_X89875	FosB1	3004670.0	resfinder
909	909	blaCTX-M-192_1_KY271098	CTX-M-192	3005615.0	resfinder
910	910	blaCMY-51_1_JQ733571	CMY-51	3002062.0	resfinder
911	911	nimD_1_X76949	blaS1	3005111.0	resfinder
912	912	dfrA20_1_AJ605332	dfrA20	3003016.0	resfinder
913	913	blaZ_87_NZ_LRNC01000042	PC1 beta-lactamase (blaZ)	3000621.0	resfinder
914	914	blaOXA-193_1_CP013032	OXA-193	3001478.0	resfinder
915	915	blaVEB-6_1_EU259884	VEB-6	3002374.0	resfinder
916	916	fosA_3_ACWO01000079	fosA5	3003209.0	resfinder
917	917	blaOXA-148_1_GQ853679	OXA-148	3001453.0	resfinder
918	918	blaOXA-301_1_APQG01000050	OXA-301	3001756.0	resfinder
919	919	blaKLUC-4_1_JX185317	KLUC-4	3006930.0	resfinder
920	920	blaNDM-16_1_KP862821	NDM-16	3003664.0	resfinder
921	921	aadA3_1_AF047479	aadA3	3002603.0	resfinder
922	922	blaDHA-22_1_KM087856	DHA-22	3002153.0	resfinder
923	923	aph(3')-Vc_1_S81599	APH(3')-Vc	3002651.0	resfinder
924	924	blaBES-1_1_AF234999	BES-1	3004751.0	resfinder
925	925	blaCMY-100_1_KF526113	CMY-100	3002112.0	resfinder
926	926	blaOXA-534_1_KX714285	OXA-534	3005764.0	resfinder
927	927	ant(6)-Ia_5_AB247327	aad(6)	3002628.0	resfinder
928	928	blaCTX-M-91_1_GQ870432	CTX-M-91	3001951.0	resfinder
929	929	blaOXA-86_1_DQ149247	OXA-86	3001703.0	resfinder
930	930	blaKHM-1_1_AB364006	KHM-1	3000847.0	resfinder
931	931	blaZ_92_FKWG01000001	PC1 beta-lactamase (blaZ)	3000621.0	resfinder
932	932	blaCMY-90_1_HE819404	CMY-90	3002103.0	resfinder
933	933	blaCTX-M-182_1_KX056901	CTX-M-182	3005605.0	resfinder
934	934	blaCTX-M-126_1_AB703103	CTX-M-126	3001985.0	resfinder
935	935	blaKPC-15_1_KC433553	KPC-15	3002325.0	resfinder
936	936	blaGES-22_1_JX023441	GES-22	3002351.0	resfinder
937	937	dfrB3_2_FM877478	dfrB3	3003022.0	resfinder
938	938	blaZ_103_FQSJ01000009	PC1 beta-lactamase (blaZ)	3000621.0	resfinder
939	939	blaOXA-334_1_KF203108	OXA-334	3001522.0	resfinder
940	940	mecC_3_KR732654	mecC	3001209.0	resfinder
941	941	blaCTX-M-159_1_AB976602	CTX-M-159	3003167.0	resfinder
942	942	vat(B)_1_U19459	vatB	3002841.0	resfinder
943	943	blaTEM-196_1_JQ034306	TEM-196	3001376.0	resfinder
944	944	blaCTX-M-43_1_DQ102702	CTX-M-43	3001905.0	resfinder
945	945	blaOXA-454_1_LC037981	OXA-454	3003610.0	resfinder
946	946	blaCTX-M-214_1_MH121688	CTX-M-214	3005637.0	resfinder
947	947	blaCMY-64_1_HQ832678	CMY-64	3002077.0	resfinder
948	948	qnrB29_1_HM439649	qnrB29	qnrB29	resfinder
949	949	blaOXA-387_1_KJ173478	OXA-387	3001573.0	resfinder
950	950	blaCARB-19_1_KJ934267	CARB-19	3003175.0	resfinder
951	951	aph(3')-Ia_5_AP004237	APH(3')-Ia	3002641.0	resfinder
952	952	fosA7_1_LAPJ01000014	FosA7	3004113.0	resfinder
953	953	erm(S)_1_M19269	ErmS	3001304.0	resfinder
954	954	mef(A)_1_AJ971089	mel	3000616.0	resfinder
955	955	blaOXA-409_1_KJ584918	OXA-409	3001600.0	resfinder
956	956	blaTEM-114_1_AY589495	TEM-114	3000977.0	resfinder
957	957	tet(44)_1_NZ_ABDU01000081	tet(44)	3000556.0	resfinder
958	958	aac(3)-VIa_2_NC_009838	AAC(3)-VIa	3002540.0	resfinder
959	959	blaKPC-6_1_EU555534	KPC-6	3002316.0	resfinder
960	960	catB9_1_AF462019	catB9	3002681.0	resfinder
961	961	blaTEM-3_1_X64523	TEM-3	3000875.0	resfinder
962	962	blaOXA-248_1_HE963769	OXA-248	3001673.0	resfinder
963	963	blaIMP-24_1_EF192154	IMP-24	3002215.0	resfinder
964	964	blaGES-18_1_JQ028729	GES-18	3002347.0	resfinder
965	965	Gar_1_NG_070891	AAC(6')-Isa	3002563.0	resfinder
966	966	blaGES-17_1_HQ874631	GES-17	3002346.0	resfinder
967	967	VanC1XY_2_DQ022190	vanC	3000368.0	resfinder
968	968	VanC1XY_2_DQ022190	vanXY gene in vanC cluster	3002966.0	resfinder
969	969	blaCTX-M-141_1_KC964871	CTX-M-141	3001999.0	resfinder
970	970	qnrB13_1_EU273755	qnrB13	qnrB13	resfinder
971	971	ant(4')-Ib_1_AJ506108	ANT(4')-Ia	3002623.0	resfinder
972	972	blaOXA-373_1_HG931732	OXA-373	3001559.0	resfinder
973	973	blaOXA-341_1_KF048913	OXA-341	3001529.0	resfinder
974	974	blaCARB-24_1_BK008907	CARB-24	3005560.0	resfinder
975	975	blaSHV-7_1_U20270	SHV-7	3001066.0	resfinder
976	976	blaIND-10_1_GU206353	IND-10	3002266.0	resfinder
977	977	blaCMY-89_1_HE819403	CMY-89	3002102.0	resfinder
978	978	tet(M)_5_U58985	tetM	3000186.0	resfinder
979	979	blaGES-9_1_AY920928	GES-9	3002338.0	resfinder
980	980	erm(G)_2_L42817	ErmG	3000522.0	resfinder
981	981	tet_1_M74049	otr(A)	3002891.0	resfinder
982	982	blaIMP-11_1_AB074436	IMP-11	3002202.0	resfinder
983	983	blaZ_134_NZ_AJGE01000047	PC1 beta-lactamase (blaZ)	3000621.0	resfinder
984	984	blaSHV-25_1_AF208796	SHV-25	3001083.0	resfinder
985	985	ARR-4_1_EF660562	arr-4	3002849.0	resfinder
986	986	sul2_8_AJ877041	sul2	sul2	resfinder
987	987	blaACC-7_1_MG028657	ACC-7	3006232.0	resfinder
988	988	blaA_1_DQ424965	y56 beta-lactamase	3003558.0	resfinder
989	989	mph(I)_1_KX531056	mphI	3003991.0	resfinder
990	990	blaOXY-6-4_4_AJ871877	OXY-6-4	3002416.0	resfinder
991	991	blaCMY-85_1_KJ207202	CMY-85	3002098.0	resfinder
992	992	aph(9)-Ib_1_U70376	APH(9)-Ib	3002663.0	resfinder
993	993	blaOXA-271_1_APQO01000006	OXA-271	3001727.0	resfinder
994	994	erm(B)_6_AF242872	ErmB	3000375.0	resfinder
995	995	aph(2'')-Ib_3_KF652098	APH(2'')-IIa	3002635.0	resfinder
996	996	blaCARB-5_1_AF135373	CARB-5	3002244.0	resfinder
997	997	blaSHV-95_1_EF373972	SHV-95	3001147.0	resfinder
998	998	blaCARB-31_1_NG_048735	CARB-31	3005567.0	resfinder
999	999	blaOXA-512_1_KU726870	OXA-512	3005742.0	resfinder
1000	1000	blaCTX-M-206_1_KJ802520	CTX-M-206	3005629.0	resfinder
1001	1001	blaLEN17_1_EF205593	LEN-17	3002473.0	resfinder
1002	1002	blaCTX-M-150_1_KF769131	CTX-M-150	3002007.0	resfinder
1003	1003	qnrB75_1_KP207591	QnrB3	3002716.0	resfinder
1004	1004	tet(O/32/O)_6_NG_048124	adeF	3000777.0	resfinder
1005	1005	tet(O/32/O)_6_NG_048124	tet(W/N/W)	3004442.0	resfinder
1006	1006	aph(3')-Ia_9_EU722351	APH(3')-Ia	3002641.0	resfinder
1007	1007	blaOXA-128_1_EU375515	OXA-128	3001648.0	resfinder
1008	1008	blaCARB-17_1_KJ934265	CARB-17	3002254.0	resfinder
1009	1009	blaZ_2_CP000731	PC1 beta-lactamase (blaZ)	3000621.0	resfinder
1010	1010	blaVMB-1_1_MN719868	blaVMB-1	blaVMB-1	resfinder
1011	1011	qnrB17_1_JN173051	qnrB17	qnrB17	resfinder
1012	1012	dfrA7_2_AJ884724	dfrA7	3002862.0	resfinder
1013	1013	ARR-6_1_FM955585	arr-3	3002848.0	resfinder
1014	1014	blaHERA-5_1_AJ536089	HERA-5	3004820.0	resfinder
1015	1015	aph(6)-Ic_1_X01702	APH(6)-Ic	3002659.0	resfinder
1016	1016	blaCARB-20_1_NG_054946	CARB-20	3003150.0	resfinder
1017	1017	POM-1_1_GU002295	POM-2	3006975.0	resfinder
1018	1018	aph(3'')-Ib_1_M28829	APH(3'')-Ib	3002639.0	resfinder
1019	1019	qnrB55_1_KF730650	QnrB55	3002768.0	resfinder
1020	1020	aph(3')-IV_1_X03364	APH(3')-IVa	3002648.0	resfinder
1021	1021	blaZ_5_AJ302698	PC1 beta-lactamase (blaZ)	3000621.0	resfinder
1022	1022	tet(M)_3_U08812	tetM	3000186.0	resfinder
1023	1023	dfrA7_3_EU339235	dfrA7	3002862.0	resfinder
1024	1024	blaKPC-5_1_EU400222	KPC-5	3002315.0	resfinder
1025	1025	blaOXA-556_1_KY126231	OXA-556	3005780.0	resfinder
1026	1026	blaACT-7_1_FJ237368	ACT-7	3001830.0	resfinder
1027	1027	aacA43_1_HQ247816	aacA43	3004641.0	resfinder
1028	1028	blaSHV-191_1_KP868754	SHV-191	3003591.0	resfinder
1029	1029	erm(C)_9_Y09001	ErmC	3000250.0	resfinder
1030	1030	blaOXA-402_1_JX865391	OXA-402	3001588.0	resfinder
1031	1031	blaTEM-1D_1_AF188200	TEM-1	3000873.0	resfinder
1032	1032	dfrA35_1_CP024557	dfrA35	3005164.0	resfinder
1033	1033	qnrB19_1_EU432277	QnrB19	3002734.0	resfinder
1034	1034	imiS_1_Y10415	imiS	3003095.0	resfinder
1035	1035	blaOXA-425_1_KM588353	OXA-425	3003148.0	resfinder
1036	1036	fomB_1_AB016934	fomB	fomB	resfinder
1037	1037	ARR-3_1_JF806499	arr-3	3002848.0	resfinder
1038	1038	blaTEM-212_1_KF481968	TEM-212	3001389.0	resfinder
1039	1039	blaCTX-M-49_1_AY847145	CTX-M-49	3001911.0	resfinder
1040	1040	catB3_2_U13880	catB3	3002676.0	resfinder
1041	1041	aac(6')-If_1_X55353	AAC(6')-If	3002553.0	resfinder
1042	1042	blaLEN20_1_AM850910	LEN-20	3002467.0	resfinder
1043	1043	mcr-3.23_1_NG060583	MCR-3.1	3004139.0	resfinder
1044	1044	blaCMY-28_1_EF561644	CMY-28	3002039.0	resfinder
1045	1045	blaCTX-M-86_1_FJ214369	CTX-M-86	3001946.0	resfinder
1046	1046	blaACT-14_1_JX440354	ACT-14	3001836.0	resfinder
1047	1047	blaZ_45_CP010941	PC1 beta-lactamase (blaZ)	3000621.0	resfinder
1048	1048	blaCMY-118_1_KM087838	CMY-118	3002129.0	resfinder
1049	1049	blaTEM-227_1_KY418040	TEM-227	3005258.0	resfinder
1050	1050	blaCTX-M-209_1_MH067959	CTX-M-209	3005632.0	resfinder
1051	1051	blaCTX-M-52_1_DQ223685	CTX-M-52	3001914.0	resfinder
1052	1052	erm(B)_11_M19270	ErmB	3000375.0	resfinder
1053	1053	blaSHV-198_1_MF281086	SHV-198	3005209.0	resfinder
1054	1054	aph(2'')-Ib_2_AF207840	APH(2'')-IIa	3002635.0	resfinder
1055	1055	blaSHV-51_1_AY289548	SHV-51	3001108.0	resfinder
1056	1056	blaOXA-48_1_AY236073	OXA-48	3001782.0	resfinder
1057	1057	blaCMY-36_1_EU331426	CMY-36	3002047.0	resfinder
1058	1058	aph(3')-IIa_2_V00618	APH(3')-IIa	3002644.0	resfinder
1059	1059	blaCTX-M-8_1_AF189721	CTX-M-8	3001871.0	resfinder
1060	1060	blaZ_17_JDDF01000008	PC1 beta-lactamase (blaZ)	3000621.0	resfinder
1061	1061	fosA_1_M85195	FosA2	3002804.0	resfinder
1062	1062	blaIMP-52_1_LC055762	IMP-52	3004823.0	resfinder
1063	1063	blaKPC-34_1_KU985429	KPC-34	3005366.0	resfinder
1064	1064	blaZ_32_JINH01000005	PC1 beta-lactamase (blaZ)	3000621.0	resfinder
1065	1065	blaFOX-1_1_X77455	FOX-1	3002155.0	resfinder
1066	1066	blaOXA-442_1_KP844571	OXA-442	3003598.0	resfinder
1067	1067	blaOXA-229_1_JQ422052	OXA-229	3001692.0	resfinder
1068	1068	blaIMP-2_1_AJ243491	IMP-2	3002193.0	resfinder
1069	1069	VanHOX_1_KF478993	vanH gene in vanO cluster	3002948.0	resfinder
1070	1070	VanHOX_1_KF478993	vanO	3002913.0	resfinder
1071	1071	VanHOX_1_KF478993	vanX gene in vanO cluster	3002954.0	resfinder
1072	1072	mcr-1.27_1_NG_068218	MCR-1.1	3003689.0	resfinder
1073	1073	erm(A)_3_EU348758	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(A)	3005099.0	resfinder
1074	1074	blaCMY-45_1_FN546177	CMY-45	3002056.0	resfinder
1075	1075	sul2_12_AF497970	sul2	3000412.0	resfinder
1076	1076	vanXmurFvanKWI_2_AP008230	vanX gene in vanI cluster	3003725.0	resfinder
1077	1077	vanXmurFvanKWI_2_AP008230	vanK gene in vanI cluster	3003727.0	resfinder
1078	1078	vanXmurFvanKWI_2_AP008230	vanW gene in vanG cluster	3002965.0	resfinder
1079	1079	vanXmurFvanKWI_2_AP008230	vanI	3003723.0	resfinder
1080	1080	blaSHV-121_1_GQ428198	SHV-121	3001168.0	resfinder
1081	1081	blaTEM-99_1_AF397066	TEM-99	3006140.0	resfinder
1082	1082	blaOXA-14_1_KJ420612	OXA-14	3001409.0	resfinder
1083	1083	fosA4_1_AB908992	fosA4	fosA4	resfinder
1084	1084	dfrA22_4_AJ628423	dfr22	3005354.0	resfinder
1085	1085	blaOXA-520_1_KX388630	OXA-520	3005750.0	resfinder
1086	1086	blaKPC-14_1_JX524191	KPC-14	3002324.0	resfinder
1087	1087	mecA_5_AB546267	mecA	3000617.0	resfinder
1088	1088	blaZ_35_JIVZ01000012	PC1 beta-lactamase (blaZ)	3000621.0	resfinder
1089	1089	blaCMY-98_1_KC603538	CMY-98	3002111.0	resfinder
1090	1090	blaCMY-139_1_KU641016	CMY-139	3005191.0	resfinder
1091	1091	blaOXA-364_1_JX306689	OXA-364	3001551.0	resfinder
1092	1092	blaB-6_1_AF189302	blaB-6	blaB-6	resfinder
1093	1093	tet(C)_1_NC_003123	tet(C)	3000167.0	resfinder
1094	1094	tet(J)_1_ACLE01000065	tet(J)	3000177.0	resfinder
1095	1095	blaZ_77_FGNH01000009	PC1 beta-lactamase (blaZ)	3000621.0	resfinder
1096	1096	VanHDX_1_AF130997	vanH gene in vanD cluster	3002944.0	resfinder
1097	1097	VanHDX_1_AF130997	vanI	3003723.0	resfinder
1098	1098	VanHDX_1_AF130997	vanX gene in vanD cluster	3003070.0	resfinder
1099	1099	blaNDM-20_1_KY654092	NDM-20	3004863.0	resfinder
1100	1100	blaSHV-145_1_JX013655	SHV-145	3001185.0	resfinder
1101	1101	blaZ_115_FN433596	PC1 beta-lactamase (blaZ)	3000621.0	resfinder
1102	1102	qnrS3_1_EU077611	QnrS3	3002792.0	resfinder
1103	1103	mcr-10_1_MN179494	MCR-9.1	3004684.0	resfinder
1104	1104	aac(6')-Is_1_AF031327	AAC(6')-Is	3002562.0	resfinder
1105	1105	aac(3)-IIIb_2_LLLC01000048	AAC(3)-IIIb	3002537.0	resfinder
1106	1106	blaSHV-77_1_EF373975	SHV-77	3001131.0	resfinder
1107	1107	blaOKP-A-2_1_AM051139	OKP-A-2	3002419.0	resfinder
1108	1108	dfrA12_2_KJ546436	dfrA12	3002858.0	resfinder
1109	1109	mecA1_3_Y13094	mecA	3000617.0	resfinder
1110	1110	erm(V)_1_U59450	Chlamydia trachomatis intrinsic murA conferring resistance to fosfomycin	3003785.0	resfinder
1111	1111	erm(V)_1_U59450	ErmV	3002824.0	resfinder
1112	1112	erm(V)_1_U59450	oleD	3000865.0	resfinder
1113	1113	blaIMP-25_1_EU541448	IMP-25	3002216.0	resfinder
1114	1114	tet(41)_1_AY264780	tet(41)	3000569.0	resfinder
1115	1115	blaCMY-65_1_JF780936	CMY-65	3002078.0	resfinder
1116	1116	qacD_1_M37888	acrB	3000216.0	resfinder
1117	1117	qacD_1_M37888	qacJ	3007014.0	resfinder
1118	1118	qacD_1_M37888	APH(2'')-IIa	3002635.0	resfinder
1119	1119	qnrB51_1_JX440358	QnrB47	3002762.0	resfinder
1120	1120	blaKPC-26_1_KX619622	KPC-26	3005358.0	resfinder
1121	1121	blaCARB-26_1_BK008904	CARB-26	3005562.0	resfinder
1122	1122	blaMIR-3_1_AY743435	MIR-3	3002169.0	resfinder
1123	1123	rmtF_1_JQ808129	rmtF	3002666.0	resfinder
1124	1124	blaZ_66_CSGM01000014	PC1 beta-lactamase (blaZ)	3000621.0	resfinder
1125	1125	blaCTX-M-71_1_FJ815436	CTX-M-71	3001932.0	resfinder
1126	1126	qnrB27_1_HM439641	QnrB27	3002742.0	resfinder
1127	1127	blaCTX-M-174_1_KT997886	CTX-M-174	3005597.0	resfinder
1128	1128	mcr-6.1_1_MF176240	MCR-6.1	3004501.0	resfinder
1129	1129	aadA8_1_AF326210	aadA8	3002608.0	resfinder
1130	1130	qnrB82_1_KX372672	QnrB5	3002719.0	resfinder
1131	1131	blaOXY-1-3_3_AY077482	OXY-1-3	3002391.0	resfinder
1132	1132	aac(3)-Id_1_AB114632	AAC(3)-Id	3002529.0	resfinder
1133	1133	blaCARB-42_1_NG_048745	CARB-42	3005576.0	resfinder
1134	1134	cat86_1_K00544	Bacillus pumilus cat86	3002672.0	resfinder
1135	1135	sul1_17_AM746675	sul1	3000410.0	resfinder
1136	1136	blaCARB-40_1_BK008889	CARB-40	3005574.0	resfinder
1137	1137	blaGOB-4_1_AF189293	GOB-4	3004811.0	resfinder
1138	1138	blaCMY-66_1_JN714478	CMY-66	3002079.0	resfinder
1139	1139	erm(A)_2_AF002716	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(A)	3005099.0	resfinder
1140	1140	sul2_21_AB366440	sul2	3000412.0	resfinder
1141	1141	aph(7'')-Ia_1_X03615	APH(7'')-Ia	3002661.0	resfinder
1142	1142	blaOXA-76_1_AY949203	OXA-76	3001621.0	resfinder
1143	1143	blaGES-5_1_DQ236171	GES-5	3002334.0	resfinder
1144	1144	mcr-1.26_1_NG_068217	mcr-1.26	mcr-1.26	resfinder
1145	1145	dfrA14_4_AF393510	dfrA14	3002859.0	resfinder
1146	1146	blaTEM-4_1_LK391770	TEM-4	3000876.0	resfinder
1147	1147	blaZ_98_LTEF01000041	PC1 beta-lactamase (blaZ)	3000621.0	resfinder
1148	1148	blaOXA-261_1_APQV01000009	OXA-261	3001717.0	resfinder
1149	1149	blaOXA-142_1_LC169567	OXA-142	3001803.0	resfinder
1150	1150	tet(L)_6_D12567	tet(45)	3003196.0	resfinder
1151	1151	blaTEM-10_1_AF093512	TEM-10	3000882.0	resfinder
1152	1152	blaCTX-M-130_1_JX017365	CTX-M-130	3001989.0	resfinder
1153	1153	sul1_31_AM040449	sul1	3000410.0	resfinder
1154	1154	blaOXA-527_1_KX599404	OXA-527	3005757.0	resfinder
1155	1155	blaSGM-6_1_NG049988	SGM-6	3006992.0	resfinder
1156	1156	blaOXA-194_1_HQ425492	OXA-194	3001479.0	resfinder
1157	1157	blaKPC-36_1_MH593787	KPC-36	3005368.0	resfinder
1158	1158	blaOXA-292_1_APRO01000007	OXA-292	3001747.0	resfinder
1159	1159	blaZ_13_KF471116	PC1 beta-lactamase (blaZ)	3000621.0	resfinder
1160	1160	blaCTX-M-144_1_KJ020573	CTX-M-144	3002002.0	resfinder
1161	1161	blaSHV-16_1_AF072684	SHV-16	3001075.0	resfinder
1162	1162	blaVHH-1_1_NG050334	VHH-1	3007003.0	resfinder
1163	1163	blaLCR-1_1_X56809	LCR-1	3002997.0	resfinder
1164	1164	blaSHV-195_1_KX619652	SHV-195	3005210.0	resfinder
1165	1165	ARR-7_1_FN397623	arr-7	3002852.0	resfinder
1166	1166	blaOXA-267_1_APQH01000006	OXA-267	3001723.0	resfinder
1167	1167	qnrB52_1_EF488762	QnrB2	3002715.0	resfinder
1168	1168	blaMOX-5_1_GQ152600	MOX-5	3002188.0	resfinder
1169	1169	blaLEN26_1_JQ067123	LEN-26	3002474.0	resfinder
1170	1170	qnrD3_1_KX130945	QnrD2	3002789.0	resfinder
1171	1171	formA_1_X73835	formA	formA	resfinder
1172	1172	blaMOX-7_1_GQ152602	MOX-7	3002189.0	resfinder
1173	1173	hugA_1_AF324468	FONA-2	3004789.0	resfinder
1174	1174	blaOXA-432_1_KM979379	OXA-432	3003125.0	resfinder
1175	1175	blaZ_58_NZ_JUUA01000057	PC1 beta-lactamase (blaZ)	3000621.0	resfinder
1176	1176	VanHBX_1_AF192329	vanH gene in vanB cluster	3002943.0	resfinder
1177	1177	VanHBX_1_AF192329	vanB	3000013.0	resfinder
1178	1178	VanHBX_1_AF192329	vanX gene in vanB cluster	3002950.0	resfinder
1179	1179	blaTEM-190_1_JN416112	TEM-190	3001050.0	resfinder
1180	1180	aph(3')-Vb_2_AJ744850	APH(3')-Vb	3002650.0	resfinder
1181	1181	blaOXA-136_1_EU086831	OXA-136	3001765.0	resfinder
1182	1182	tetA(60)_1_KX000272	tetA(60)	3004035.0	resfinder
1183	1183	blaTER-2_1_FJ263090	TER-2	3007007.0	resfinder
1184	1184	blaOXY-1-6_6_Y17715	OXY-1-6	3002394.0	resfinder
1185	1185	aadA24_1_AM711129	ANT(3'')-IIa	3004089.0	resfinder
1186	1186	blaOXA-424_1_KM588352	OXA-424	3003147.0	resfinder
1187	1187	blaCTX-M-168_1_KR537429	CTX-M-168	3005591.0	resfinder
1188	1188	blaOXA-477_1_KR182170	OXA-477	3003634.0	resfinder
1189	1189	mcr-4.4_1_MG822665	MCR-4.4	3004696.0	resfinder
1190	1190	VanC2XY_2_EU151755	vanC	3000368.0	resfinder
1191	1191	VanC2XY_2_EU151755	vanXY gene in vanC cluster	3002966.0	resfinder
1192	1192	dfrA29_1_AM237806	dfrA7	3002862.0	resfinder
1193	1193	dfrA1_9_AJ238350	dfrA1	3002854.0	resfinder
1194	1194	blaOXY-2-8_8_AY055205	OXY-2-8	3002403.0	resfinder
1195	1195	erm(O)_1_M74717	Erm(O)-lrm	3004652.0	resfinder
1196	1196	nimI_1_FJ940886	clbA	3002814.0	resfinder
1197	1197	blaIMP-44_1_AB777501	IMP-44	3002235.0	resfinder
1198	1198	blaOXA-253_1_KC479324	OXA-253	3001689.0	resfinder
1199	1199	blaKPC-21_1_LN609376	KPC-21	3003145.0	resfinder
1200	1200	tet(M)_6_M21136	tetM	3000186.0	resfinder
1201	1201	blaSHV-36_1_AF467947	SHV-36	3001094.0	resfinder
1202	1202	blaACC-1_1_AJ133121	ACC-1	3001815.0	resfinder
1203	1203	blaOXA-422_1_KM433671	OXA-422	3003160.0	resfinder
