Original ID	Gene Name in CARD	ARO	Cut_Off	Database
blaCARB-1_1_AF313471	CARB-1	3002240	Perfect	resfinder
blaCARB-20_1_NG_054946	CARB-20	3003150	Perfect	resfinder
blaCARB-21_1_NG_048724	CARB-21	3003176	Strict	resfinder
blaCARB-22_1_JYNG01000059	CARB-22	3003151	Perfect	resfinder
blaCARB-23_1_NG_048726	CARB-23	3003186	Strict	resfinder
blaCARB-24_1_BK008907	CARB-24	3005560	Perfect	resfinder
blaCARB-25_1_BK008888	CARB-25	3005561	Perfect	resfinder
blaCARB-26_1_BK008904	CARB-26	3005562	Perfect	resfinder
blaCARB-27_1_NG_048730	CARB-27	3005563	Perfect	resfinder
blaCARB-28_1_BK008906	CARB-28	3005564	Perfect	resfinder
blaCARB-29_1_BK008905	CARB-29	3005565	Perfect	resfinder
blaCARB-2_1_M69058	CARB-2	3002241	Perfect	resfinder
blaCARB-30_1_NG_048734	CARB-30	3005566	Perfect	resfinder
blaCARB-31_1_NG_048735	CARB-31	3005567	Perfect	resfinder
blaCARB-32_1_NG_048736	CARB-32	3005568	Perfect	resfinder
blaCARB-33_1_BK008903	CARB-33	3005569	Perfect	resfinder
blaCARB-34_1_NG_048738	CARB-34	3005570	Perfect	resfinder
blaCARB-35_1_BK008900	CARB-35	3005571	Perfect	resfinder
blaCARB-36_1_LHBD01000022	CARB-36	3005572	Perfect	resfinder
blaCARB-38_1_BK008898	CARB-38	3005573	Perfect	resfinder
blaCARB-3_1_S46063	CARB-3	3002242	Strict	resfinder
blaCARB-40_1_BK008889	CARB-40	3005574	Perfect	resfinder
blaCARB-41_1_BK008890	CARB-41	3005575	Perfect	resfinder
blaCARB-42_1_NG_048745	CARB-42	3005576	Perfect	resfinder
blaCARB-43_1_NG_048746	CARB-43	3005577	Perfect	resfinder
blaCARB-44_1_JTGS01000066	CARB-44	3005578	Perfect	resfinder
blaCARB-45_1_JTGR01000061	CARB-45	3005579	Perfect	resfinder
blaCARB-46_1_NG_048749	CARB-46	3005580	Perfect	resfinder
blaCARB-47_1_NG050564	CARB-47	3005581	Perfect	resfinder
blaCARB-48_1_NG050604	CARB-48	3005582	Perfect	resfinder
blaCARB-49_1_KX599396	CARB-49	3005583	Perfect	resfinder
blaCARB-4_1_U14749	CARB-4	3002243	Perfect	resfinder
blaCARB-50_1_NG_052478	CARB-55	3005589	Perfect	resfinder
blaCARB-5_1_AF135373	CARB-5	3002244	Perfect	resfinder
blaCARB-6_1_AF030945	CARB-6	3002245	Perfect	resfinder
blaCARB-7_1_AF409092	CARB-7	3002246	Perfect	resfinder
blaCARB-8_1_AY178993	CARB-8	3002247	Perfect	resfinder
blaCARB-9_1_AY248038	CARB-9	3002248	Perfect	resfinder
blaCEPH-A3_1_AY112998	cphA3	3003093	Perfect	resfinder
blaCFE-1_1_AB107899	CFE-1	3001856	Perfect	resfinder
blaCGB-1_1_EF672680	CGB-1	3000841	Perfect	resfinder
blaCKO-1_1_AF477396	CKO-1	3004773	Perfect	resfinder
blaCME-1_1_AJ006275	CME-1	3004775	Perfect	resfinder
blaCMG_1_AY265892	ACT-111	3007894	Perfect	resfinder
blaCMH-3_1_KX192165	CMH-3	3006855	Perfect	resfinder
blaCMY-100_1_KF526113	CMY-100	3002112	Perfect	resfinder
blaCMY-101_1_KF526114	CMY-101	3002113	Perfect	resfinder
blaCMY-102_1_KF526115	CMY-102	3002114	Perfect	resfinder
blaCMY-103_1_KF526116	CMY-103	3002115	Perfect	resfinder
blaCMY-104_1_KF150216	CMY-104	3002116	Perfect	resfinder
blaCMY-105_1_KJ207205	CMY-105	3002117	Perfect	resfinder
blaCMY-106_1_KM983294	CMY-106	3002118	Perfect	resfinder
blaCMY-107_1_GQ162215	CMY-107	3002119	Perfect	resfinder
blaCMY-108_1_KF564648	CMY-108	3002120	Perfect	resfinder
blaCMY-109_1_AJ746169	CMY-109	3002121	Perfect	resfinder
blaCMY-10_1_AF381615	CMY-10	3002021	Perfect	resfinder
blaCMY-110_1_AB872957	CMY-110	3002071	Perfect	resfinder
blaCMY-111_1_KJ155695	CMY-111	3002122	Perfect	resfinder
blaCMY-112_1_KM087837	CMY-112	3002123	Perfect	resfinder
blaCMY-113_1_KM087836	CMY-113	3002124	Perfect	resfinder
blaCMY-114_1_KM087846	CMY-114	3002125	Perfect	resfinder
blaCMY-115_1_KM087839	CMY-115	3002126	Perfect	resfinder
blaCMY-116_1_KM087840	CMY-116	3002127	Perfect	resfinder
blaCMY-117_1_KM087844	CMY-117	3002128	Perfect	resfinder
blaCMY-118_1_KM087838	CMY-118	3002129	Perfect	resfinder
blaCMY-119_1_KM087845	CMY-119	3002130	Perfect	resfinder
blaCMY-11_1_AF357599	CMY-11	3002022	Perfect	resfinder
blaCMY-121_1_KM507172	CMY-121	3003129	Perfect	resfinder
blaCMY-122_1_KM985460	CMY-122	3003130	Perfect	resfinder
blaCMY-124_1_KM985462	CMY-124	3003132	Perfect	resfinder
blaCMY-125_1_KM985463	CMY-125	3003133	Perfect	resfinder
blaCMY-127_1_KM985465	CMY-127	3003135	Perfect	resfinder
blaCMY-128_1_KM985466	CMY-128	3003136	Perfect	resfinder
blaCMY-129_1_KM985467	CMY-129	3003137	Perfect	resfinder
blaCMY-12_1_Y16785	CMY-12	3002023	Perfect	resfinder
blaCMY-130_1_KP207589	CMY-130	3003138	Perfect	resfinder
blaCMY-131_1_KP281294	CMY-131	3003170	Perfect	resfinder
blaCMY-132_1_KP862820	CMY-132	3003652	Perfect	resfinder
blaCMY-133_1_KP862819	CMY-133	3003653	Perfect	resfinder
blaCMY-134_1_KP860987	CMY-134	3003654	Perfect	resfinder
blaCMY-135_1_KP981366	CMY-135	3004778	Perfect	resfinder
blaCMY-138_1_KT997883	CMY-138	3005220	Perfect	resfinder
blaCMY-139_1_KU641016	CMY-139	3005191	Perfect	resfinder
blaCMY-13_1_AY339625	CMY-13	3002024	Perfect	resfinder
blaCMY-140_1_KX354367	CMY-140	3005185	Perfect	resfinder
blaCMY-141_1_KX537750	CMY-141	3005196	Perfect	resfinder
blaCMY-142_1_KX881969	CMY-142	3005195	Perfect	resfinder
blaCMY-143_1_KY009534	CMY-143	3005204	Perfect	resfinder
blaCMY-144_1_KY066478	CMY-144	3005219	Perfect	resfinder
blaCMY-145_1_KX470426	CMY-145	3005197	Perfect	resfinder
blaCMY-146_1_KX034085	CMY-146	3005181	Perfect	resfinder
blaCMY-147_1_KY563765	CMY-147	3005180	Perfect	resfinder
blaCMY-148_1_KY624573	CMY-148	3005192	Perfect	resfinder
blaCMY-149_1_KY624574	CMY-149	3005190	Perfect	resfinder
blaCMY-14_1_AJ555825	CMY-14	3002025	Perfect	resfinder
blaCMY-150_1_QCWX01000028	CMY-150	3005016	Perfect	resfinder
blaCMY-151_1_KY780116	CMY-151	3005217	Perfect	resfinder
blaCMY-152_1_KY978224	CMY-152	3005216	Perfect	resfinder
blaCMY-153_1_MF042206	CMY-153	3005218	Perfect	resfinder
blaCMY-154_1_MF196231	CMY-154	3005194	Perfect	resfinder
blaCMY-155_1_KR261698	CMY-155	3005200	Perfect	resfinder
blaCMY-156_1_MF770636	CMY-156	3005182	Perfect	resfinder
blaCMY-15_1_AJ555823	CMY-15	3002026	Perfect	resfinder
blaCMY-16_1_AJ781421	CMY-16	3002027	Perfect	resfinder
blaCMY-17_1_AY513266	CMY-17	3002028	Perfect	resfinder
blaCMY-18_1_AY743434	CMY-18	3002029	Perfect	resfinder
blaCMY-19_1_AB194410	CMY-19	3002030	Perfect	resfinder
blaCMY-1_1_X92508	CMY-1	3002012	Perfect	resfinder
blaCMY-20_1_AY960293	CMY-20	3002031	Perfect	resfinder
blaCMY-21_1_DQ139328	CMY-21	3002032	Perfect	resfinder
blaCMY-22_1_DQ256079	CMY-22	3002033	Perfect	resfinder
blaCMY-23_1_DQ438952	CMY-23	3002034	Perfect	resfinder
blaCMY-24_1_EF415650	CMY-24	3002035	Perfect	resfinder
blaCMY-25_1_EU515249	CMY-25	3002036	Perfect	resfinder
blaCMY-26_1_AB300358	CMY-26	3002037	Perfect	resfinder
blaCMY-27_1_EU515250	CMY-27	3002038	Perfect	resfinder
blaCMY-28_1_EF561644	CMY-28	3002039	Perfect	resfinder
blaCMY-29_1_EF685371	CMY-29	3002040	Perfect	resfinder
blaCMY-2_1_X91840	CMY-2	3002013	Perfect	resfinder
blaCMY-2b_1_U77414	CMY-2	3002013	Strict	resfinder
blaCMY-30_1_LMYO01000054	CMY-30	3002041	Perfect	resfinder
blaCMY-31_1_EF622224	CMY-31	3002042	Perfect	resfinder
blaCMY-32_1_EU496815	CMY-32	3002043	Perfect	resfinder
blaCMY-33_1_EU496816	CMY-33	3002044	Perfect	resfinder
blaCMY-34_1_EF394370	CMY-34	3002045	Perfect	resfinder
blaCMY-35_1_EF394371	CMY-35	3002046	Perfect	resfinder
blaCMY-36_1_EU331426	CMY-36	3002047	Perfect	resfinder
blaCMY-37_1_AB280919	CMY-37	3002048	Perfect	resfinder
blaCMY-38_1_AM931008	CMY-38	3002049	Perfect	resfinder
blaCMY-39_1_AB372224	CMY-39	3002050	Perfect	resfinder
blaCMY-40_1_EU515251	CMY-40	3002051	Perfect	resfinder
blaCMY-41_1_AB429270	CMY-41	3002052	Perfect	resfinder
blaCMY-42_1_HM146927	CMY-42	3002053	Perfect	resfinder
blaCMY-43_1_FJ360626	CMY-43	3002054	Perfect	resfinder
blaCMY-44_1_FJ437066	CMY-44	3002055	Perfect	resfinder
blaCMY-45_1_FN546177	CMY-45	3002056	Perfect	resfinder
blaCMY-46_1_FN556186	CMY-46	3002057	Perfect	resfinder
blaCMY-47_1_HM046998	CMY-47	3002058	Perfect	resfinder
blaCMY-48_1_HM569226	CMY-48	3002059	Perfect	resfinder
blaCMY-49_1_GQ402541	CMY-49	3002060	Perfect	resfinder
blaCMY-4_1_LNHZ01000079	CMY-4	3002015	Perfect	resfinder
blaCMY-50_1_FN645444	CMY-50	3002061	Perfect	resfinder
blaCMY-51_1_JQ733571	CMY-51	3002062	Perfect	resfinder
blaCMY-53_1_HQ336940	CMY-53	3002064	Perfect	resfinder
blaCMY-54_1_HM544039	CMY-54	3002065	Perfect	resfinder
blaCMY-55_1_HM544040	CMY-55	3002066	Perfect	resfinder
blaCMY-56_1_HQ322613	CMY-56	3002067	Perfect	resfinder
blaCMY-57_1_HQ285243	CMY-57	3002068	Perfect	resfinder
blaCMY-58_1_HQ185697	CMY-58	3002072	Perfect	resfinder
blaCMY-59_1_NG_048854	CMY-59	3002069	Strict	resfinder
blaCMY-5_1_Y17716	CMY-5	3002016	Perfect	resfinder
blaCMY-60_1_JF460794	CMY-60	3002073	Perfect	resfinder
blaCMY-61_1_JF460795	CMY-61	3002074	Perfect	resfinder
blaCMY-62_1_JF460796	CMY-62	3002075	Perfect	resfinder
blaCMY-63_1_HQ650104	CMY-63	3002076	Perfect	resfinder
blaCMY-64_1_HQ832678	CMY-64	3002077	Perfect	resfinder
blaCMY-65_1_JF780936	CMY-65	3002078	Perfect	resfinder
blaCMY-66_1_JN714478	CMY-66	3002079	Perfect	resfinder
blaCMY-67_1_JQ711185	CMY-67	3002080	Perfect	resfinder
blaCMY-68_1_JN714480	CMY-68	3002081	Perfect	resfinder
blaCMY-69_1_JX049132	CMY-69	3002082	Perfect	resfinder
blaCMY-6_1_AJ011293	CMY-6	3002017	Perfect	resfinder
blaCMY-70_1_JX440350	CMY-70	3002083	Perfect	resfinder
blaCMY-71_1_JQ711184	CMY-71	3002084	Perfect	resfinder
blaCMY-72_1_JX440352	CMY-72	3002085	Perfect	resfinder
blaCMY-73_1_GQ351345	CMY-73	3002086	Perfect	resfinder
blaCMY-74_1_JX440349	CMY-74	3002087	Perfect	resfinder
blaCMY-75_1_JQ733572	CMY-75	3002088	Perfect	resfinder
blaCMY-76_1_JQ733573	CMY-76	3002089	Perfect	resfinder
blaCMY-77_1_JX440353	CMY-77	3002090	Perfect	resfinder
blaCMY-78_1_JQ733575	CMY-78	3002091	Perfect	resfinder
blaCMY-79_1_JQ733576	CMY-79	3002092	Perfect	resfinder
blaCMY-7_1_DQ173300	CMY-7	3002018	Perfect	resfinder
blaCMY-80_1_JQ733577	CMY-80	3002093	Perfect	resfinder
blaCMY-81_1_JQ733578	CMY-81	3002094	Perfect	resfinder
blaCMY-82_1_KJ207203	CMY-82	3002095	Perfect	resfinder
blaCMY-83_1_JX440351	CMY-83	3002096	Perfect	resfinder
blaCMY-84_1_JQ733579	CMY-84	3002097	Perfect	resfinder
blaCMY-85_1_KJ207202	CMY-85	3002098	Perfect	resfinder
blaCMY-86_1_KJ207204	CMY-86	3002099	Perfect	resfinder
blaCMY-87_1_AB699171	CMY-87	3002100	Perfect	resfinder
blaCMY-89_1_HE819403	CMY-89	3002102	Perfect	resfinder
blaCMY-8_1_AB201268	CMY-8	3002019	Perfect	resfinder
blaCMY-8b_1_DQ094251	CMY-8b	3006464	Perfect	resfinder
blaCMY-90_1_HE819404	CMY-90	3002103	Perfect	resfinder
blaCMY-93_1_KF992025	CMY-93	3002106	Perfect	resfinder
blaCMY-94_1_JX514368	CMY-94	3002107	Perfect	resfinder
blaCMY-95_1_JX514369	CMY-95	3002108	Perfect	resfinder
blaCMY-96_1_KC007362	CMY-96	3002109	Perfect	resfinder
blaCMY-97_1_KC007363	CMY-97	3002110	Perfect	resfinder
blaCMY-98_1_KC603538	CMY-98	3002111	Perfect	resfinder
blaCMY-99_1_KF305673	CMY-99	3002070	Perfect	resfinder
blaCMY-9_1_AB061794	CMY-9	3002020	Perfect	resfinder
blaCTX-M-100_1_FR682582	CTX-M-100	3001959	Perfect	resfinder
blaCTX-M-101_1_HQ398214	CTX-M-101	3001960	Perfect	resfinder
blaCTX-M-102_1_HQ398215	CTX-M-102	3001961	Perfect	resfinder
blaCTX-M-103_1_HG423149	CTX-M-103	3001962	Perfect	resfinder
blaCTX-M-104_1_HQ833652	CTX-M-104	3001963	Perfect	resfinder
blaCTX-M-105_1_HQ833651	CTX-M-105	3001965	Perfect	resfinder
blaCTX-M-10_1_AY598759	CTX-M-10	3001873	Perfect	resfinder
blaCTX-M-110_1_JF274242	CTX-M-110	3001970	Perfect	resfinder
blaCTX-M-111_1_JF274243	CTX-M-111	3001971	Perfect	resfinder
blaCTX-M-112_1_JF274246	CTX-M-112	3001972	Perfect	resfinder
blaCTX-M-113_1_JF274247	CTX-M-113	3001973	Perfect	resfinder
blaCTX-M-114_1_GQ351346	CTX-M-114	3001974	Perfect	resfinder
blaCTX-M-116_1_JF966749	CTX-M-116	3001976	Perfect	resfinder
blaCTX-M-117_1_JN227085	CTX-M-117	3001977	Perfect	resfinder
blaCTX-M-121_1_JN790862	CTX-M-121	3001980	Perfect	resfinder
blaCTX-M-122_1_JN790863	CTX-M-122	3001981	Perfect	resfinder
blaCTX-M-123_1_JN790864	CTX-M-123	3001982	Perfect	resfinder
blaCTX-M-124_1_JQ429324	CTX-M-124	3001983	Perfect	resfinder
blaCTX-M-125_1_JQ724542	CTX-M-125	3001984	Perfect	resfinder
blaCTX-M-126_1_AB703103	CTX-M-126	3001985	Perfect	resfinder
blaCTX-M-127_1_MF196229	CTX-M-127	3001986	Perfect	resfinder
blaCTX-M-129_1_JX017364	CTX-M-129	3001988	Perfect	resfinder
blaCTX-M-12_1_DQ821704	CTX-M-12	3001875	Perfect	resfinder
blaCTX-M-130_1_JX017365	CTX-M-130	3001989	Perfect	resfinder
blaCTX-M-131_1_JN969893	CTX-M-131	3001990	Strict	resfinder
blaCTX-M-132_1_JX313020	CTX-M-132	3001991	Perfect	resfinder
blaCTX-M-134_1_JX896165	CTX-M-134	3001992	Perfect	resfinder
blaCTX-M-136_1_KC351754	CTX-M-136	3001995	Perfect	resfinder
blaCTX-M-137_1_KF790923	CTX-M-137	3001994	Perfect	resfinder
blaCTX-M-138_1_KF526119	CTX-M-138	3001996	Perfect	resfinder
blaCTX-M-139_1_KC107824	CTX-M-139	3001997	Perfect	resfinder
blaCTX-M-13_2_AF252623	CTX-M-13	3001876	Perfect	resfinder
blaCTX-M-141_1_KC964871	CTX-M-141	3001999	Perfect	resfinder
blaCTX-M-142_1_KF240809	CTX-M-142	3002000	Perfect	resfinder
blaCTX-M-144_1_KJ020573	CTX-M-144	3002002	Perfect	resfinder
blaCTX-M-146_1_KY938173	CTX-M-146	3002004	Perfect	resfinder
blaCTX-M-147_1_KF513180	CTX-M-147	3002005	Perfect	resfinder
blaCTX-M-148_1_KJ020574	CTX-M-148	3002006	Perfect	resfinder
blaCTX-M-14_1_AF252622	CTX-M-14	3001877	Perfect	resfinder
blaCTX-M-14b_1_DQ359215	CTX-M-14	3001877	Perfect	resfinder
blaCTX-M-150_1_KF769131	CTX-M-150	3002007	Perfect	resfinder
blaCTX-M-151_1_AB916359	CTX-M-151	3002008	Perfect	resfinder
blaCTX-M-155_1_KM211508	CTX-M-155	3003163	Perfect	resfinder
blaCTX-M-156_1_KM211509	CTX-M-156	3003164	Perfect	resfinder
blaCTX-M-157_1_KM211510	CTX-M-157	3003165	Perfect	resfinder
blaCTX-M-158_1_KM211691	CTX-M-158	3003166	Perfect	resfinder
blaCTX-M-159_1_AB976602	CTX-M-159	3003167	Perfect	resfinder
blaCTX-M-15_1_AY044436	CTX-M-15	3001878	Perfect	resfinder
blaCTX-M-160_1_KP050493	CTX-M-160	3003168	Perfect	resfinder
blaCTX-M-161_1_KP128034	CTX-M-161	3003169	Perfect	resfinder
blaCTX-M-162_1_KP681697	CTX-M-162	3003646	Perfect	resfinder
blaCTX-M-163_1_KP681698	CTX-M-163	3003647	Perfect	resfinder
blaCTX-M-164_1_KP727571	CTX-M-164	3003648	Perfect	resfinder
blaCTX-M-165_1_KP727572	CTX-M-165	3003649	Perfect	resfinder
blaCTX-M-166_1_KU978909	CTX-M-166	3003650	Perfect	resfinder
blaCTX-M-167_1_KR537428	CTX-M-167	3005590	Perfect	resfinder
blaCTX-M-168_1_KR537429	CTX-M-168	3005591	Perfect	resfinder
blaCTX-M-169_1_KR779864	CTX-M-169	3005592	Perfect	resfinder
blaCTX-M-16_1_AY029068	CTX-M-16	3001879	Perfect	resfinder
blaCTX-M-170_1_KR822223	CTX-M-170	3005593	Perfect	resfinder
blaCTX-M-171_1_KT277545	CTX-M-171	3005594	Perfect	resfinder
blaCTX-M-172_1_KT251041	CTX-M-172	3005595	Perfect	resfinder
blaCTX-M-173_1_KT997884	CTX-M-173	3005596	Perfect	resfinder
blaCTX-M-174_1_KT997886	CTX-M-174	3005597	Perfect	resfinder
blaCTX-M-175_1_KT997887	CTX-M-175	3005598	Perfect	resfinder
blaCTX-M-176_1_KT997888	CTX-M-176	3005599	Perfect	resfinder
blaCTX-M-177_1_KT997889	CTX-M-177	3005600	Perfect	resfinder
blaCTX-M-179_1_KU705393	CTX-M-179	3005602	Perfect	resfinder
blaCTX-M-17_1_AY033516	CTX-M-17	3001880	Perfect	resfinder
blaCTX-M-180_1_KX056899	CTX-M-180	3005603	Perfect	resfinder
blaCTX-M-181_1_KX056900	CTX-M-181	3005604	Perfect	resfinder
blaCTX-M-182_1_KX056901	CTX-M-182	3005605	Perfect	resfinder
blaCTX-M-183_1_KX263246	CTX-M-183	3005606	Perfect	resfinder
blaCTX-M-184_1_KX263247	CTX-M-184	3005607	Perfect	resfinder
blaCTX-M-186_1_KX446939	CTX-M-186	3005609	Perfect	resfinder
blaCTX-M-188_1_KX676491	CTX-M-188	3005611	Perfect	resfinder
blaCTX-M-189_1_FJ657512	CTX-M-189	3005612	Perfect	resfinder
blaCTX-M-190_1_KX664469	CTX-M-190	3005613	Perfect	resfinder
blaCTX-M-191_1_KY271097	CTX-M-191	3005614	Perfect	resfinder
blaCTX-M-192_1_KY271098	CTX-M-192	3005615	Perfect	resfinder
blaCTX-M-193_1_KY563766	CTX-M-193	3005616	Perfect	resfinder
blaCTX-M-194_1_KY563767	CTX-M-194	3005617	Perfect	resfinder
blaCTX-M-195_1_KY563768	CTX-M-195	3005618	Perfect	resfinder
blaCTX-M-196_1_KY563769	CTX-M-196	3005619	Perfect	resfinder
blaCTX-M-197_1_KY646303	CTX-M-197	3005620	Perfect	resfinder
blaCTX-M-198_1_KY646304	CTX-M-198	3005621	Perfect	resfinder
blaCTX-M-199_1_KY786032	CTX-M-199	3005622	Perfect	resfinder
blaCTX-M-19_1_AF325134	CTX-M-19	3001881	Perfect	resfinder
blaCTX-M-1_1_DQ915955	CTX-M-1	3001864	Perfect	resfinder
blaCTX-M-200_1_KY997188	CTX-M-200	3005623	Perfect	resfinder
blaCTX-M-201_1_KY997189	CTX-M-201	3005624	Perfect	resfinder
blaCTX-M-202_1_MF195067	CTX-M-202	3005625	Perfect	resfinder
blaCTX-M-203_1_MF196230	CTX-M-203	3005626	Perfect	resfinder
blaCTX-M-204_1_MF281085	CTX-M-204	3005627	Perfect	resfinder
blaCTX-M-206_1_KJ802520	CTX-M-206	3005629	Perfect	resfinder
blaCTX-M-207_1_LC348384	CTX-M-207	3005630	Perfect	resfinder
blaCTX-M-208_1_MH067958	CTX-M-208	3005631	Perfect	resfinder
blaCTX-M-209_1_MH067959	CTX-M-209	3005632	Perfect	resfinder
blaCTX-M-20_1_AJ416344	CTX-M-20	3001882	Perfect	resfinder
blaCTX-M-210_1_MH067960	CTX-M-210	3005633	Perfect	resfinder
blaCTX-M-211_1_MH067961	CTX-M-211	3005634	Perfect	resfinder
blaCTX-M-212_1_MH067962	CTX-M-212	3005635	Perfect	resfinder
blaCTX-M-213_1_MH094805	CTX-M-213	3005636	Perfect	resfinder
blaCTX-M-214_1_MH121688	CTX-M-214	3005637	Perfect	resfinder
blaCTX-M-216_1_MH243352	CTX-M-216	3005639	Perfect	resfinder
blaCTX-M-217_1_MH243354	CTX-M-217	3005640	Perfect	resfinder
blaCTX-M-218_1_MH243358	CTX-M-218	3005641	Perfect	resfinder
blaCTX-M-219_1_CP019080	CTX-M-219	3005642	Perfect	resfinder
blaCTX-M-21_1_AJ416346	CTX-M-21	3001883	Perfect	resfinder
blaCTX-M-220_1_MH450163	CTX-M-220	3005643	Perfect	resfinder
blaCTX-M-22_1_AY080894	CTX-M-22	3001884	Perfect	resfinder
blaCTX-M-23_1_AF488377	CTX-M-23	3001885	Perfect	resfinder
blaCTX-M-24_1_EF374096	CTX-M-24	3001886	Perfect	resfinder
blaCTX-M-25_1_AF518567	CTX-M-25	3001887	Perfect	resfinder
blaCTX-M-26_1_AY157676	CTX-M-26	3001888	Perfect	resfinder
blaCTX-M-27_1_AY156923	CTX-M-27	3001889	Perfect	resfinder
blaCTX-M-28_6_AJ549244	CTX-M-28	3001890	Perfect	resfinder
blaCTX-M-29_1_AY267213	CTX-M-29	3001891	Perfect	resfinder
blaCTX-M-2_1_AB176535	CTX-M-2	3001865	Perfect	resfinder
blaCTX-M-30_1_AY292654	CTX-M-30	3001892	Perfect	resfinder
blaCTX-M-31_1_AJ567481	CTX-M-31	3001893	Perfect	resfinder
blaCTX-M-32_2_AJ557142	CTX-M-32	3001894	Perfect	resfinder
blaCTX-M-33_1_AY238472	CTX-M-33	3001895	Perfect	resfinder
blaCTX-M-34_1_AY515297	CTX-M-34	3001896	Perfect	resfinder
blaCTX-M-35_1_AB176532	CTX-M-35	3001897	Perfect	resfinder
blaCTX-M-36_1_AB177384	CTX-M-36	3001898	Perfect	resfinder
blaCTX-M-37_1_AY649755	CTX-M-37	3001899	Perfect	resfinder
blaCTX-M-38_1_AY822595	CTX-M-38	3001900	Perfect	resfinder
blaCTX-M-39_1_AY954516	CTX-M-39	3001901	Perfect	resfinder
blaCTX-M-3_1_Y10278	CTX-M-3	3001866	Perfect	resfinder
blaCTX-M-40_1_AY750914	CTX-M-40	3001902	Perfect	resfinder
blaCTX-M-41_1_DQ023162	CTX-M-41	3001903	Perfect	resfinder
blaCTX-M-42_1_DQ061159	CTX-M-42	3001904	Perfect	resfinder
blaCTX-M-43_1_DQ102702	CTX-M-43	3001905	Perfect	resfinder
blaCTX-M-44_1_D37830	CTX-M-44	3001906	Perfect	resfinder
blaCTX-M-46_1_AY847147	CTX-M-46	3001908	Perfect	resfinder
blaCTX-M-47_1_AY847143	CTX-M-47	3001909	Perfect	resfinder
blaCTX-M-48_1_AY847144	CTX-M-48	3001910	Perfect	resfinder
blaCTX-M-49_1_AY847145	CTX-M-49	3001911	Perfect	resfinder
blaCTX-M-4_1_Y14156	CTX-M-4	3001867	Perfect	resfinder
blaCTX-M-50_1_AY847146	CTX-M-50	3001912	Perfect	resfinder
blaCTX-M-51_1_DQ211987	CTX-M-51	3001913	Perfect	resfinder
blaCTX-M-52_1_DQ223685	CTX-M-52	3001914	Perfect	resfinder
blaCTX-M-53_1_DQ268764	CTX-M-53	3001915	Perfect	resfinder
blaCTX-M-54_1_DQ303459	CTX-M-54	3001916	Perfect	resfinder
blaCTX-M-55_1_DQ810789	CTX-M-55	3001917	Perfect	resfinder
blaCTX-M-56_1_EF374097	CTX-M-56	3001918	Perfect	resfinder
blaCTX-M-58_1_EF210159	CTX-M-58	3001919	Perfect	resfinder
blaCTX-M-59_1_DQ408762	CTX-M-59	3001920	Perfect	resfinder
blaCTX-M-5_1_U95364	CTX-M-5	3001868	Perfect	resfinder
blaCTX-M-60_1_AM411407	CTX-M-60	3001921	Perfect	resfinder
blaCTX-M-61_1_EF219142	CTX-M-61	3001922	Perfect	resfinder
blaCTX-M-62_1_EF219134	CTX-M-62	3001923	Perfect	resfinder
blaCTX-M-63_1_AB205197	CTX-M-63	3001924	Perfect	resfinder
blaCTX-M-64_1_AB284167	CTX-M-64	3001925	Perfect	resfinder
blaCTX-M-65_1_EF418608	CTX-M-65	3001926	Perfect	resfinder
blaCTX-M-66_1_EF576988	CTX-M-66	3001927	Perfect	resfinder
blaCTX-M-67_1_EF581888	CTX-M-67	3001928	Perfect	resfinder
blaCTX-M-68_1_EU177100	CTX-M-68	3001929	Perfect	resfinder
blaCTX-M-69_1_EU402393	CTX-M-69	3001930	Perfect	resfinder
blaCTX-M-6_1_AJ005044	CTX-M-6	3001869	Perfect	resfinder
blaCTX-M-71_1_FJ815436	CTX-M-71	3001932	Perfect	resfinder
blaCTX-M-72_1_AY847148	CTX-M-72	3001933	Perfect	resfinder
blaCTX-M-73_1_DQ343292	CTX-M-73	3001934	Perfect	resfinder
blaCTX-M-74_1_GQ149243	CTX-M-74	3001935	Perfect	resfinder
blaCTX-M-75_1_GQ149244	CTX-M-75	3001936	Perfect	resfinder
blaCTX-M-76_1_AM982520	CTX-M-76	3001937	Perfect	resfinder
blaCTX-M-77_1_AM982521	CTX-M-77	3001938	Perfect	resfinder
blaCTX-M-78_1_AM982522	CTX-M-78	3001939	Perfect	resfinder
blaCTX-M-79_1_EF426798	CTX-M-79	3001940	Perfect	resfinder
blaCTX-M-7_1_AJ005045	CTX-M-7	3001870	Perfect	resfinder
blaCTX-M-80_1_EU202673	CTX-M-80	3001941	Perfect	resfinder
blaCTX-M-81_1_EU136031	CTX-M-81	3001942	Perfect	resfinder
blaCTX-M-82_1_DQ256091	CTX-M-82	3001943	Perfect	resfinder
blaCTX-M-83_1_FJ214366	CTX-M-83	3001944	Perfect	resfinder
blaCTX-M-84_1_FJ214367	CTX-M-84	3001945	Perfect	resfinder
blaCTX-M-85_1_FJ214368	CTX-M-85	3002495	Perfect	resfinder
blaCTX-M-86_1_FJ214369	CTX-M-86	3001946	Perfect	resfinder
blaCTX-M-87_1_EU545409	CTX-M-87	3001947	Perfect	resfinder
blaCTX-M-88_1_FJ873739	CTX-M-88	3001948	Perfect	resfinder
blaCTX-M-89_1_FJ971899	CTX-M-89	3001949	Perfect	resfinder
blaCTX-M-8_1_AF189721	CTX-M-8	3001871	Perfect	resfinder
