Original ID	Gene Name in CARD	ARO	Database
(Bla)blaCARB-27:NG_048730:WP_025623492:1-852:852	CARB-27	3005563	argannot
(Bla)blaCARB-28:NG_048731:WP_029839920:1-852:852	CARB-28	3005564	argannot
(Bla)blaCARB-29:NG_048732:WP_029834158:1-852:852	CARB-29	3005565	argannot
(Bla)blaCARB-30:NG_048734:WP_005498292:1-852:852	CARB-30	3005566	argannot
(Bla)blaCARB-31:NG_048735:WP_025546314:1-852:852	CARB-31	3005567	argannot
(Bla)blaCARB-32:NG_048736:WP_029837067:1:852:852	CARB-32	3005568	argannot
(Bla)blaCARB-33:NG_048737:WP_025535332:1:852:852	CARB-33	3005569	argannot
(Bla)blaCARB-34:NG_048738:WP_029815111:1-852:852	CARB-34	3005570	argannot
(Bla)blaCARB-35:NG_048739:WP_025521699:1-852:852	CARB-35	3005571	argannot
(Bla)blaCARB-36:NG_048740:WP_025525762:1-852:852	CARB-36	3005572	argannot
(Bla)blaCARB-38:NG_048741:WP_025551322:1-852:852	CARB-38	3005573	argannot
(Bla)blaCARB-40:NG_048743:WP_025816575:1:852:852	CARB-40	3005574	argannot
(Bla)blaCARB-41:NG_048744:WP_025788060:1-852:852	CARB-41	3005575	argannot
(Bla)blaCARB-42:NG_048745:WP_005375420:1-852:852	CARB-42	3005576	argannot
(Bla)blaCARB-43:NG_048746:WP_025794721:1-852:852	CARB-43	3005577	argannot
(Bla)blaCARB-44:NG_048747:WP_042764055:101-952:852	CARB-44	3005578	argannot
(Bla)blaCARB-45:NG_048748:WP_047706904:101-952:852	CARB-45	3005579	argannot
(Bla)blaCAU-1:AJ308331:1-870:870	CAU-1	3000855	argannot
(Bla)blaCBP-1:NG_048756:1-927:927	CBP-1	3004764	argannot
(Bla)blaCCR-A:M63556:91-840:750	CcrA	3000578	argannot
(Bla)blaCFE-1:AB107899:1008-2153:1161	CFE-1	3001856	argannot
(Bla)blaCGA-1:AF339733:437-1315:879	CGA-1	3004766	argannot
(Bla)blaCGB-1:EF672680:1-729:729	CGB-1	3000841	argannot
(Bla)blaCIA-1:AB639753:1-879:879	CIA-1	3004768	argannot
(Bla)blaCIA-2:AB674566:1-879:879	CIA-2	3004769	argannot
(Bla)blaCIA-3:AB674567:1-879:879	CIA-3	3004770	argannot
(Bla)blaCIA-4:AB674568:1-879:879	CIA-4	3004771	argannot
(Bla)blaCKO-1:AF477396:1-903:903	CKO-1	3004773	argannot
(Bla)blaCMA-1:NG_062222:WP_032974004:101:1228:1128	CMA-1	3006922	argannot
(Bla)blaCMA-2:NG_062212:WP_105620838:101:1228:1128	CMA-2	3006923	argannot
(Bla)blaCME-1:AJ006275:72-959:888	CME-1	3004775	argannot
(Bla)blaCMG:AY265892:1-1054:1054	ACT-62	3006257	argannot
(Bla)blaCMH-1:JQ673557:1-1146:1146	CMH-1	3004777	argannot
(Bla)blaCMY-104:KF150216:1-1146:1146	CMY-104	3002116	argannot
(Bla)blaCMY-105:KJ207205:1040-2145:1146	CMY-105	3002117	argannot
(Bla)blaCMY-106:KM983294:1051-2196:1146	CMY-106	3002118	argannot
(Bla)blaCMY-108:KF564648:1-1146:1146	CMY-108	3002120	argannot
(Bla)blaCMY-10:AF373217:1-1149:1149	CMY-10	3002021	argannot
(Bla)blaCMY-110:AB872957:1-1146:1146	CMY-110	3002071	argannot
(Bla)blaCMY-111:KJ155695:1-1146:1146	CMY-111	3002122	argannot
(Bla)blaCMY-112:KM087837:1-1146:1146	CMY-112	3002123	argannot
(Bla)blaCMY-113:KM087836:1-1146:1146	CMY-113	3002124	argannot
(Bla)blaCMY-114:KM087846:1-1146:1146	CMY-114	3002125	argannot
(Bla)blaCMY-115:KM087839:1-1146:1146	CMY-115	3002126	argannot
(Bla)blaCMY-116:KM087840:1-1146:1146	CMY-116	3002127	argannot
(Bla)blaCMY-117:KM087844:1-1146:1146	CMY-117	3002128	argannot
(Bla)blaCMY-118:KM087838:1-1146:1146	CMY-118	3002129	argannot
(Bla)blaCMY-119:KM087845:1-1146:1146	CMY-119	3002130	argannot
(Bla)blaCMY-11:AF381626:254-1402:1149	CMY-11	3002022	argannot
(Bla)blaCMY-12:FR716828:847-1992:1146	CMY-12	3002023	argannot
(Bla)blaCMY-131:KP281294:1-1146:1146	CMY-131	3003170	argannot
(Bla)blaCMY-132:KP862820:1-1146:1146	CMY-132	3003652	argannot
(Bla)blaCMY-133:KP862819:1-1146:1146	CMY-133	3003653	argannot
(Bla)blaCMY-135:KP981366:1-1146:1146	CMY-135	3004778	argannot
(Bla)blaCMY-13:AY339625:3641-4786:1146	CMY-13	3002024	argannot
(Bla)blaCMY-14:EU600193:1702-2847:1146	CMY-14	3002025	argannot
(Bla)blaCMY-15:AJ555823:1-1146:1146	CMY-15	3002026	argannot
(Bla)blaCMY-16:FM995219:3672-4817:1146	CMY-16	3002027	argannot
(Bla)blaCMY-17:AY513266:165-1310:1146	CMY-17	3002028	argannot
(Bla)blaCMY-18:AY743434:47-1198:1152	CMY-18	3002029	argannot
(Bla)blaCMY-19:AB194410:1-1146:1146	CMY-19	3002030	argannot
(Bla)blaCMY-1:X92508:1-1149:1149	CMY-1	3002012	argannot
(Bla)blaCMY-20:AY960293:1-1143:1143	CMY-20	3002031	argannot
(Bla)blaCMY-21:DQ139328:1-1146:1146	CMY-21	3002032	argannot
(Bla)blaCMY-22:DQ256079:1-1146:1146	CMY-22	3002033	argannot
(Bla)blaCMY-23:DQ438952:161-1306:1146	CMY-23	3002034	argannot
(Bla)blaCMY-24:EF415650:1-1146:1146	CMY-24	3002035	argannot
(Bla)blaCMY-25:EU515249:1-1146:1146	CMY-25	3002036	argannot
(Bla)blaCMY-26:AB300358:1-1146:1146	CMY-26	3002037	argannot
(Bla)blaCMY-27:EU515250:1-1146:1146	CMY-27	3002038	argannot
(Bla)blaCMY-28:EF561644:1-1146:1146	CMY-28	3002039	argannot
(Bla)blaCMY-29:EF685371:1-1143:1143	CMY-29	3002040	argannot
(Bla)blaCMY-2:AM779746:1-1149:1149	CMY-2	3002013	argannot
(Bla)blaCMY-30:EF685372:1-1143:1143	CMY-30	3002041	argannot
(Bla)blaCMY-31:EF622224:1-1146:1146	CMY-31	3002042	argannot
(Bla)blaCMY-32:EU496815:1-1146:1146	CMY-32	3002043	argannot
(Bla)blaCMY-33:EU496816:1-1140:1140	CMY-33	3002044	argannot
(Bla)blaCMY-34:EF394370:1-1146:1146	CMY-34	3002045	argannot
(Bla)blaCMY-35:EF394371:1-1146:1146	CMY-35	3002046	argannot
(Bla)blaCMY-36:EU331426:2375-3520:1146	CMY-36	3002047	argannot
(Bla)blaCMY-37:AB280919:1-1146:1146	CMY-37	3002048	argannot
(Bla)blaCMY-38:AM931008:1-1146:1146	CMY-38	3002049	argannot
(Bla)blaCMY-39:AB372224:1-1146:1146	CMY-39	3002050	argannot
(Bla)blaCMY-40:EU515251:1-1146:1146	CMY-40	3002051	argannot
(Bla)blaCMY-41:AB429270:15-1160:1146	CMY-41	3002052	argannot
(Bla)blaCMY-42:HM146927:1-1146:1146	CMY-42	3002053	argannot
(Bla)blaCMY-43:FJ360626:1-1146:1146	CMY-43	3002054	argannot
(Bla)blaCMY-44:FJ437066:1-1134:1134	CMY-44	3002055	argannot
(Bla)blaCMY-45:FN546177:1-1146:1146	CMY-45	3002056	argannot
(Bla)blaCMY-46:FN556186:1-1146:1146	CMY-46	3002057	argannot
(Bla)blaCMY-47:HM046998:1040-2185:1146	CMY-47	3002058	argannot
(Bla)blaCMY-48:HM569226:1040-2185:1146	CMY-48	3002059	argannot
(Bla)blaCMY-49:GQ402541:1-1146:1146	CMY-49	3002060	argannot
(Bla)blaCMY-4:AF420597:1-1146:1146	CMY-4	3002015	argannot
(Bla)blaCMY-50:FN645444:1-1146:1146	CMY-50	3002061	argannot
(Bla)blaCMY-51:JQ733571:1028-2173:1146	CMY-51	3002062	argannot
(Bla)blaCMY-53:HQ336940:1-1146:1146	CMY-53	3002064	argannot
(Bla)blaCMY-54:HM544039:1-1152:1152	CMY-54	3002065	argannot
(Bla)blaCMY-55:HM544040:1-1146:1146	CMY-55	3002066	argannot
(Bla)blaCMY-56:HQ322613:1-1146:1146	CMY-56	3002067	argannot
(Bla)blaCMY-57:HQ285243:1-1146:1146	CMY-57	3002068	argannot
(Bla)blaCMY-58:HQ185697:1268-2413:1146	CMY-58	3002072	argannot
(Bla)blaCMY-5:Y17716:2374-3519:1146	CMY-5	3002016	argannot
(Bla)blaCMY-60:JF460794:1-1146:1146	CMY-60	3002073	argannot
(Bla)blaCMY-61:JF460795:1-1143:1143	CMY-61	3002074	argannot
(Bla)blaCMY-62:JF460796:1-1146:1146	CMY-62	3002075	argannot
(Bla)blaCMY-63:HQ650104:64-1209:1146	CMY-63	3002076	argannot
(Bla)blaCMY-64:HQ832678:1-1146:1146	CMY-64	3002077	argannot
(Bla)blaCMY-65:JN714479:1041-2186:1146	CMY-65	3002078	argannot
(Bla)blaCMY-66:JN714478:1035-2180:1146	CMY-66	3002079	argannot
(Bla)blaCMY-67:JQ711185:1028-2173:1146	CMY-67	3002080	argannot
(Bla)blaCMY-68:JN714480:1040-2185:1146	CMY-68	3002081	argannot
(Bla)blaCMY-69:JX049132:1-1146:1146	CMY-69	3002082	argannot
(Bla)blaCMY-6:AJ011293:1-1146:1146	CMY-6	3002017	argannot
(Bla)blaCMY-70:JX440350:1027-2172:1146	CMY-70	3002083	argannot
(Bla)blaCMY-71:JQ711184:1027-2172:1146	CMY-71	3002084	argannot
(Bla)blaCMY-72:JX440352:1028-2173:1146	CMY-72	3002085	argannot
(Bla)blaCMY-73:GQ351345:1-1146:1146	CMY-73	3002086	argannot
(Bla)blaCMY-74:JX440349:1027-2172:1146	CMY-74	3002087	argannot
(Bla)blaCMY-75:JQ733572:1028-2173:1146	CMY-75	3002088	argannot
(Bla)blaCMY-76:JQ733573:1028-2173:1146	CMY-76	3002089	argannot
(Bla)blaCMY-77:JX440353:1027-2172:1146	CMY-77	3002090	argannot
(Bla)blaCMY-78:JQ733575:1028-2173:1146	CMY-78	3002091	argannot
(Bla)blaCMY-79:JQ733576:1028-2173:1146	CMY-79	3002092	argannot
(Bla)blaCMY-7:AJ011291:1-1146:1146	CMY-7	3002018	argannot
(Bla)blaCMY-80:JQ733577:1027-2172:1146	CMY-80	3002093	argannot
(Bla)blaCMY-81:JQ733578:1008-2153:1146	CMY-81	3002094	argannot
(Bla)blaCMY-83:JX440351:1027-2172:1146	CMY-83	3002096	argannot
(Bla)blaCMY-84:JQ733579:1028-2173:1146	CMY-84	3002097	argannot
(Bla)blaCMY-87:AB699171:1-1143:1143	CMY-87	3002100	argannot
(Bla)blaCMY-8:AF167990:613-1761:1149	CMY-8	3002019	argannot
(Bla)blaCMY-94:JX514368:272-1417:1146	CMY-94	3002107	argannot
(Bla)blaCMY-95:JX514369:297-1483:1146	CMY-95	3002108	argannot
(Bla)blaCMY-9:AB061794:6018-7166:1149	CMY-9	3002020	argannot
(Bla)blaCRD3-1:NG_062235:WP_122630831:1-912:912	CRD3-1	3006864	argannot
(Bla)blaCSA-1:NG_062223:WP_007888761:101-1228:1128	CSA-1	3006869	argannot
(Bla)blaCSA-2:NG_062211:WP_004384957:101-1228:1128	CSA-2	3006870	argannot
(Bla)blaCTX-M-100:FR682582:1-876:876	CTX-M-100	3001959	argannot
(Bla)blaCTX-M-101:HQ398214:250-1125:876	CTX-M-101	3001960	argannot
(Bla)blaCTX-M-102:HQ398215:245-1120:876	CTX-M-102	3001961	argannot
(Bla)blaCTX-M-104:HQ833652:245-1120:876	CTX-M-104	3001963	argannot
(Bla)blaCTX-M-105:HQ833651:245-1120:876	CTX-M-105	3001965	argannot
(Bla)blaCTX-M-106:HQ913565:1-870:870	CTX-M-106	3001966	argannot
(Bla)blaCTX-M-107:JF274244:1-864:864	CTX-M-107	3001967	argannot
(Bla)blaCTX-M-108:JF274245:1-864:864	CTX-M-108	3001968	argannot
(Bla)blaCTX-M-109:JF274248:1-865:865	CTX-M-109	3001969	argannot
(Bla)blaCTX-M-10:AF255298:1-873:873	CTX-M-10	3001873	argannot
(Bla)blaCTX-M-110:JF274242:1-877:877	CTX-M-110	3001970	argannot
(Bla)blaCTX-M-111:JF274243:1-876:876	CTX-M-111	3001971	argannot
(Bla)blaCTX-M-112:JF274246:1-876:876	CTX-M-112	3001972	argannot
(Bla)blaCTX-M-113:JF274247:1-876:876	CTX-M-113	3001973	argannot
(Bla)blaCTX-M-114:GQ351346:1-876:876	CTX-M-114	3001974	argannot
(Bla)blaCTX-M-116:JF966749:158-1033:876	CTX-M-116	3001976	argannot
(Bla)blaCTX-M-117:JN227085:1-876:876	CTX-M-117	3001977	argannot
(Bla)blaCTX-M-11:AY005110:254-1402:876	CTX-M-11	3001874	argannot
(Bla)blaCTX-M-121:JN790862:245-1120:876	CTX-M-121	3001980	argannot
(Bla)blaCTX-M-122:JN790863:233-1108:876	CTX-M-122	3001981	argannot
(Bla)blaCTX-M-123:JN790864:239-1114:876	CTX-M-123	3001982	argannot
(Bla)blaCTX-M-124:JQ429324:1-876:876	CTX-M-124	3001983	argannot
(Bla)blaCTX-M-125:JQ724542:175-1050:876	CTX-M-125	3001984	argannot
(Bla)blaCTX-M-126:AB703103:1-876:876	CTX-M-126	3001985	argannot
(Bla)blaCTX-M-129:JX017364:239-1114:876	CTX-M-129	3001988	argannot
(Bla)blaCTX-M-12:AY293073:1-876:876	CTX-M-12	3001875	argannot
(Bla)blaCTX-M-130:JX017365:245-1120:876	CTX-M-130	3001989	argannot
(Bla)blaCTX-M-131:JN969893:1-873:873	CTX-M-131	3001990	argannot
(Bla)blaCTX-M-132:JX313020:1-876:876	CTX-M-132	3001991	argannot
(Bla)blaCTX-M-134:JX896165:1-876:876	CTX-M-134	3001992	argannot
(Bla)blaCTX-M-136:KC351754:158-1033:876	CTX-M-136	3001995	argannot
(Bla)blaCTX-M-139:KC107824:1-876:876	CTX-M-139	3001997	argannot
(Bla)blaCTX-M-14:AF252622:1741-2616:876	CTX-M-14	3001877	argannot
(Bla)blaCTX-M-15:JQ686199:261-1136:876	CTX-M-15	3001878	argannot
(Bla)blaCTX-M-16:AY029068:1-876:876	CTX-M-16	3001879	argannot
(Bla)blaCTX-M-17:AY033516:2826-3711:876	CTX-M-17	3001880	argannot
(Bla)blaCTX-M-19:AF325134:1-876:876	CTX-M-19	3001881	argannot
(Bla)blaCTX-M-1:X92506:63-938:866	CTX-M-1	3001864	argannot
(Bla)blaCTX-M-20:AJ416344:304-1179:876	CTX-M-20	3001882	argannot
(Bla)blaCTX-M-21:AJ416346:557-1432:876	CTX-M-21	3001883	argannot
(Bla)blaCTX-M-22:AY080894:4-879:876	CTX-M-22	3001884	argannot
(Bla)blaCTX-M-23:AF488377:63-938:876	CTX-M-23	3001885	argannot
(Bla)blaCTX-M-24:AY143430:1-876:876	CTX-M-24	3001886	argannot
(Bla)blaCTX-M-25:AF518567:2321-3196:876	CTX-M-25	3001887	argannot
(Bla)blaCTX-M-26:AY157676:1-876:876	CTX-M-26	3001888	argannot
(Bla)blaCTX-M-27:AY156923:1-876:876	CTX-M-27	3001889	argannot
(Bla)blaCTX-M-28:AJ549244:1-876:876	CTX-M-28	3001890	argannot
(Bla)blaCTX-M-29:AY267213:1-876:876	CTX-M-29	3001891	argannot
(Bla)blaCTX-M-2:EF592570:5803-6678:876	CTX-M-2	3001865	argannot
(Bla)blaCTX-M-30:AY292654:1-876:876	CTX-M-30	3001892	argannot
(Bla)blaCTX-M-31:AJ567482:1-876:876	CTX-M-31	3001893	argannot
(Bla)blaCTX-M-32:AJ557142:1-876:876	CTX-M-32	3001894	argannot
(Bla)blaCTX-M-33:AY238472:13-888:876	CTX-M-33	3001895	argannot
(Bla)blaCTX-M-34:AY515297:1-876:876	CTX-M-34	3001896	argannot
(Bla)blaCTX-M-35:AB176534:1-876:876	CTX-M-35	3001897	argannot
(Bla)blaCTX-M-36:AB177384:1-876:876	CTX-M-36	3001898	argannot
(Bla)blaCTX-M-37:AY649755:18-893:876	CTX-M-37	3001899	argannot
(Bla)blaCTX-M-39:AY954516:1-876:876	CTX-M-39	3001901	argannot
(Bla)blaCTX-M-3:Y10278:1-876:876	CTX-M-3	3001866	argannot
(Bla)blaCTX-M-40:AY750914:207-1079:873	CTX-M-40	3001902	argannot
(Bla)blaCTX-M-41:DQ023162:1-876:876	CTX-M-41	3001903	argannot
(Bla)blaCTX-M-42:DQ061159:347-1222:876	CTX-M-42	3001904	argannot
(Bla)blaCTX-M-43:HQ734713:1-876:876	CTX-M-131	3001990	argannot
(Bla)blaCTX-M-44:D37830:91-966:876	CTX-M-44	3001906	argannot
(Bla)blaCTX-M-45:D89862:112-981:876	CTX-M-45	3001907	argannot
(Bla)blaCTX-M-46:AY847147:82-957:876	CTX-M-46	3001908	argannot
(Bla)blaCTX-M-47:AY847143:83-958:876	CTX-M-47	3001909	argannot
(Bla)blaCTX-M-48:AY847144:82-957:876	CTX-M-48	3001910	argannot
(Bla)blaCTX-M-49:AY847145:82-957:876	CTX-M-49	3001911	argannot
(Bla)blaCTX-M-4:Y14156:1-876:876	CTX-M-4	3001867	argannot
(Bla)blaCTX-M-50:AY847146:83-958:876	CTX-M-50	3001912	argannot
(Bla)blaCTX-M-51:DQ211987:1-876:876	CTX-M-51	3001913	argannot
(Bla)blaCTX-M-52:GU125667:1-876:876	CTX-M-52	3001914	argannot
(Bla)blaCTX-M-53:NC_011604:5892-6767:876	CTX-M-53	3001915	argannot
(Bla)blaCTX-M-54:DQ303459:2175-3050:876	CTX-M-54	3001916	argannot
(Bla)blaCTX-M-55:HM748991:321-1196:876	CTX-M-55	3001917	argannot
(Bla)blaCTX-M-56:EF374097:1-876:876	CTX-M-56	3001918	argannot
(Bla)blaCTX-M-58:HQ734707:1-876:876	CTX-M-58	3001919	argannot
(Bla)blaCTX-M-59:EU622856:6869-7744:876	CTX-M-59	3001920	argannot
(Bla)blaCTX-M-5:JN003855:131-1007:876	CTX-M-5	3001868	argannot
(Bla)blaCTX-M-60:AM411407:1-876:876	CTX-M-60	3001921	argannot
(Bla)blaCTX-M-61:GU125683:1-876:876	CTX-M-61	3001922	argannot
(Bla)blaCTX-M-62:GU125669:1-876:876	CTX-M-62	3001923	argannot
(Bla)blaCTX-M-63:AB205197:4-876:873	CTX-M-63	3001924	argannot
(Bla)blaCTX-M-64:GQ300937:269-1114:876	CTX-M-64	3001925	argannot
(Bla)blaCTX-M-65:EF418608:10-885:876	CTX-M-65	3001926	argannot
(Bla)blaCTX-M-66:EF576988:1-876:876	CTX-M-66	3001927	argannot
(Bla)blaCTX-M-67:EF581888:1-876:876	CTX-M-67	3001928	argannot
(Bla)blaCTX-M-68:EU177100:5-880:876	CTX-M-68	3001929	argannot
(Bla)blaCTX-M-69:EU402393:1-876:876	CTX-M-69	3001930	argannot
(Bla)blaCTX-M-6:AJ005044:1-876:876	CTX-M-6	3001869	argannot
(Bla)blaCTX-M-71:FJ815436:196-1071:876	CTX-M-71	3001932	argannot
(Bla)blaCTX-M-72:AY847148:9-884:876	CTX-M-72	3001933	argannot
(Bla)blaCTX-M-74:GQ149243:1-873:873	CTX-M-74	3001935	argannot
(Bla)blaCTX-M-75:GQ149244:1-873:873	CTX-M-75	3001936	argannot
(Bla)blaCTX-M-76:AM982520:5549-6424:876	CTX-M-76	3001937	argannot
(Bla)blaCTX-M-77:AM982521:1912-2787:876	CTX-M-77	3001938	argannot
(Bla)blaCTX-M-78:AM982522:1-876:876	CTX-M-78	3001939	argannot
(Bla)blaCTX-M-79:GU125702:1-876:876	CTX-M-79	3001940	argannot
(Bla)blaCTX-M-7:AJ005045:1-876:876	CTX-M-7	3001870	argannot
(Bla)blaCTX-M-80:EU202673:1-876:876	CTX-M-80	3001941	argannot
(Bla)blaCTX-M-81:EU136031:1-876:876	CTX-M-81	3001942	argannot
(Bla)blaCTX-M-82:EU545409:81-956:876	CTX-M-87	3001947	argannot
(Bla)blaCTX-M-83:FJ214366:1-876:876	CTX-M-83	3001944	argannot
(Bla)blaCTX-M-84:FJ214367:1-876:876	CTX-M-84	3001945	argannot
(Bla)blaCTX-M-85:FJ214368:1-876:876	CTX-M-85	3002495	argannot
(Bla)blaCTX-M-86:FJ214369:1-876:876	CTX-M-86	3001946	argannot
(Bla)blaCTX-M-88:FJ873739:1-876:876	CTX-M-88	3001948	argannot
(Bla)blaCTX-M-89:FJ971899:1-876:876	CTX-M-89	3001949	argannot
(Bla)blaCTX-M-8:AF189721:274-1119:876	CTX-M-8	3001871	argannot
(Bla)blaCTX-M-90:FJ907381:1-876:876	CTX-M-90	3001950	argannot
(Bla)blaCTX-M-91:GQ870432:31-906:876	CTX-M-91	3001951	argannot
(Bla)blaCTX-M-92:GU127598:1-876:876	CTX-M-92	3001952	argannot
(Bla)blaCTX-M-93:HQ166709:1-876:876	CTX-M-93	3001953	argannot
(Bla)blaCTX-M-94:HM167760:1-876:876	CTX-M-94	3001954	argannot
(Bla)blaCTX-M-95:FN813245:1912-2787:876	CTX-M-95	3001955	argannot
(Bla)blaCTX-M-96:AJ704396:1-876:876	CTX-M-96	3001956	argannot
(Bla)blaCTX-M-97:HM776707:1-876:876	CTX-M-97	3005667	argannot
(Bla)blaCTX-M-98:HQ637575:1-876:876	CTX-M-98	3001957	argannot
(Bla)blaCTX-M-99:HM803271:1-876:876	CTX-M-99	3001958	argannot
(Bla)blaCTX-M-9:AF174129:1-876:876	CTX-M-9	3001872	argannot
(Bla)blaDES-1:AF426161:119-1093:925	DES-1	3004780	argannot
(Bla)blaDHA-1:HM193083:987-2126:1140	DHA-1	3002132	argannot
(Bla)blaDHA-2:AF259520:1513-2652:1140	DHA-2	3002133	argannot
(Bla)blaDHA-3:AY494945:1310-2449:1140	DHA-3	3002134	argannot
(Bla)blaDHA-5:JF273491:745-1885:1140	DHA-5	3002138	argannot
(Bla)blaDHA-6:HQ322612:1-1140:1140	DHA-6	3002135	argannot
(Bla)blaDHA-7:HQ456945:1-1140:1140	DHA-7	3002136	argannot
(Bla)blaDHA-9:KJ207201:952-2091:1140	DHA-9	3002140	argannot
(Bla)blaDHT2-1:NG_062233:WP_122630829:1-909:909	DHT2-1	3006872	argannot
(Bla)blaDIM-1:GU323019:1-756:756	DIM-1	3000848	argannot
(Bla)blaEAM-1:NG_062208:WP_122630825:1:957:957	EAM-1	3006873	argannot
(Bla)blaEBR-1:AF416700:57-764:708	EBR-1	3000842	argannot
(Bla)blaECM-1:NG_062207:WP_122630824:19-930:912	ECM-1	3006882	argannot
(Bla)blaEFM-1:NG_062204:WP_122630822:1-909:909	EFM-1	3006884	argannot
(Bla)blaELM-1:NG_062206:WP_081853183:1-942:942	ELM-1	3006885	argannot
(Bla)blaERP-1:AY077733:1-882:882	ERP-1	3004782	argannot
(Bla)blaEVM-1:NG_062205:WP_122630823:1-918:918	EVM-1	3006886	argannot
(Bla)blaFAR-1:AF024601:303-1196:894	FAR-1	3004784	argannot
(Bla)blaFEZ-1:Y17896:1-849:849	FEZ-1	3000606	argannot
(Bla)blaFIM-1:JX570731:1937-2725:789	FIM-1	3004786	argannot
(Bla)blaFONA-1:AJ251239:1054-1941:888	FONA-1	3004788	argannot
(Bla)blaFONA-2:AJ251240:1054-1941:888	FONA-2	3004789	argannot
(Bla)blaFONA-3:AJ251241:1054-1941:888	FONA-3	3004790	argannot
(Bla)blaFONA-4:AJ251242:1054-1941:888	FONA-4	3004791	argannot
(Bla)blaFONA-5:AJ251243:1054-1941:888	FONA-5	3004792	argannot
(Bla)blaFONA-6:AJ251244:1054-1941:888	FONA-6	3004793	argannot
(Bla)blaFOX-10:JX049131:1-1149:1149	FOX-10	3002162	argannot
(Bla)blaFOX-1:X77455:701-1849:1149	FOX-1	3002155	argannot
(Bla)blaFOX-2:Y10282:19-1167:1149	FOX-2	3002156	argannot
(Bla)blaFOX-3:Y11068:17-1165:1149	FOX-3	3002157	argannot
(Bla)blaFOX-4:AJ277535:1-1149:1149	FOX-4	3002158	argannot
(Bla)blaFOX-5:AY007369:1-1149:1149	FOX-5	3002159	argannot
(Bla)blaFOX-7:AJ703796:1-1149:1149	FOX-7	3002160	argannot
(Bla)blaFOX-8:HM565917:1-1149:1149	FOX-8	3002161	argannot
(Bla)blaFOX-9:JF896803:1-1149:1149	FOX-9	3002163	argannot
(Bla)blaFPH-1:NG_054658:101-967:867	FPH-1	3004795	argannot
(Bla)blaFRI-1:KT192551:3492-4376:885	FRI-1	3004797	argannot
(Bla)blaFRI-2:LC178555:1-885:885	FRI-4	3005027	argannot
(Bla)blaFRI-3:KY524440:1-885:885	FRI-3	3004799	argannot
(Bla)blaFTU-1:NG_049110:101-964:864	FTU-1	3004801	argannot
(Bla)blaGES-10:FJ820124:1124-1987:864	GES-10	3002339	argannot
(Bla)blaGES-11:JN253503:37-900:864	GES-11	3002340	argannot
(Bla)blaGES-12:FN554543:1-864:864	GES-12	3002341	argannot
(Bla)blaGES-13:GU169702:609-1472:864	GES-13	3002342	argannot
(Bla)blaGES-14:GU20784:1-864:864	GES-14	3002343	argannot
(Bla)blaGES-15:GU208678:1-864:864	GES-15	3002344	argannot
(Bla)blaGES-16:HM173356:512-1375:864	GES-16	3002345	argannot
(Bla)blaGES-17:HQ874631:1-864:864	GES-17	3002346	argannot
(Bla)blaGES-18:JQ028729:1-864:864	GES-18	3002347	argannot
(Bla)blaGES-19:JN596280:1919-2782:864	GES-19	3002348	argannot
(Bla)blaGES-1:HM370522:1-864:864	GES-1	3002330	argannot
(Bla)blaGES-20:JN596280:2848-3711:864	GES-20	3002349	argannot
(Bla)blaGES-21:JQ772478:141-1004:864	GES-21	3002350	argannot
(Bla)blaGES-22:JX023441:38-901:864	GES-22	3002351	argannot
(Bla)blaGES-23:KF179354:1-861:861	GES-23	3002352	argannot
(Bla)blaGES-24:AB901141:1-864:864	GES-24	3002353	argannot
(Bla)blaGES-26:KP096411:1-864:864	GES-26	3003181	argannot
(Bla)blaGES-2:AF326355:1-864:864	GES-2	3002331	argannot
(Bla)blaGES-3:AY494717:1-864:864	GES-5	3002334	argannot
(Bla)blaGES-4:AB116260:1330-2193:864	GES-4	3002333	argannot
(Bla)blaGES-6:AY494718:1-864:864	GES-6	3002335	argannot
(Bla)blaGES-9:AY920928:2690-3553:864	GES-9	3002338	argannot
(Bla)blaGIM-1:JF414726:394-1146:753	GIM-1	3000845	argannot
(Bla)blaGIM-2:KM659858:402-1154:753	GIM-2	3003194	argannot
(Bla)blaGOB-10:AY647247:1-873:873	GOB-10	3004802	argannot
(Bla)blaGOB-11:AY647248:1-879:879	GOB-11	3004803	argannot
(Bla)blaGOB-12:AY647249:1-873:873	GOB-12	3004804	argannot
(Bla)blaGOB-13:AY647250:1-879:879	GOB-13	3004805	argannot
(Bla)blaGOB-14:AY647252:1-879:879	GOB-14	3004806	argannot
(Bla)blaGOB-15:AY775547:1-879:879	GOB-15	3004807	argannot
(Bla)blaGOB-16:GU188443:1-873:873	GOB-16	3004808	argannot
(Bla)blaGOB-18:DQ004496:1-873:873	GOB-18	3004213	argannot
(Bla)blaGOB-1:AF090141:243-1115:873	GOB-1	3000850	argannot
(Bla)blaGOB-2:AF189296:1-756:756	GOB-2	3004809	argannot
(Bla)blaGOB-3:AF189291:1-756:756	GOB-3	3004810	argannot
(Bla)blaGOB-4:AF189293:1-756:756	GOB-4	3004811	argannot
(Bla)blaGOB-5:AF189290:1-756:756	GOB-5	3004812	argannot
(Bla)blaGOB-6:AF189292:1-756:756	GOB-6	3004813	argannot
(Bla)blaGOB-7:AF189297:1-756:756	GOB-7	3004814	argannot
(Bla)blaGOB-8:AY348327:1-873:873	GOB-8	3004815	argannot
